id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
0,23038.593574,299.9595000001136,0,11,0.4481321230516545,0.6707851754585508,1.4472747695394725,0.8752844846248626,3d gaze,-571.8876574435443,-1419.4670099291325,7334.0681862442025,23038.593574 23038.597477000003 23038.601392000004 23038.605417500003 23038.6094305 23038.61344 23038.617447 23038.6214685 23038.625491500003 23038.629613999998 23038.6337355 23038.637599 23038.6414615 23038.645443 23038.649454 23038.6554905 23038.661496 23038.665181 23038.669533 23038.673859000002 23038.675737999998 23038.679471 23038.683554 23038.6876915 23038.6915605 23038.695474 23038.6994845 23038.703458000004 23038.707567 23038.713582 23038.7175145 23038.7214645 23038.725411 23038.729582 23038.733746500002 23038.7379085 23038.742073499998 23038.745773000002 23038.749468500002 23038.753672500003 23038.757879 23038.761680000003 23038.765474 23038.769590000004 23038.773703500003 23038.777573 23038.781442 23038.785459500003 23038.789476500002 23038.793474500002 23038.797472000002 23038.801497 23038.8055195 23038.8095055 23038.8134905 23038.8175555 23038.821615 23038.8256795 23038.82975 23038.83358 23038.837414499998 23038.841606 23038.845780000003 23038.849700500003 23038.853624000003 23038.857608500002 23038.8615885 23038.8656415 23038.869696499998 23038.874375 23038.8790215 23038.882262 23038.885476 23038.889506 23038.8935335
1,23039.2776335,203.79849999881117,30,44,0.48432401336295644,0.9993579954546636,1.3989127154479108,0.9739404194630109,3d gaze,-80.02670729199282,-1900.399104884438,3298.7546096975734,23039.2776335 23039.281826 23039.2857055 23039.2895825 23039.2934825 23039.297392 23039.301454 23039.305505 23039.309495 23039.3134765 23039.317725499997 23039.3219675 23039.3257835 23039.329601 23039.333612000002 23039.337557500003 23039.341638500002 23039.345661 23039.3495395 23039.3534015 23039.3574105 23039.361409 23039.365446000003 23039.3694815 23039.373475 23039.377469 23039.38149 23039.38551 23039.3896155 23039.3937335 23039.397595000002 23039.4014365 23039.406306 23039.411169500003 23039.4143955 23039.4177335 23039.421659 23039.425464500004 23039.4294715 23039.433471 23039.4375035 23039.4415335 23039.445537 23039.449537 23039.453507 23039.457465 23039.4616055 23039.4657315 23039.469637500002 23039.47354 23039.477487 23039.481432
2,23039.6314615,298.08200000115903,53,71,0.5199955537698495,0.9116937001009581,1.233274177092761,0.9327101190884908,3d gaze,717.5940795464173,-10825.381790055524,22755.596054599857,23039.6314615 23039.635612500002 23039.639535500002 23039.6434855 23039.6495845 23039.653566 23039.657521499998 23039.6614725 23039.665454 23039.6694345 23039.674558 23039.679682 23039.6848475 23039.690013 23039.6921125 23039.6955875 23039.6992745 23039.701676999997 23039.705614 23039.709465 23039.713472000003 23039.717474 23039.7214425 23039.725413 23039.729421 23039.733425500002 23039.737879 23039.742327 23039.746711 23039.751091500002 23039.754551500002 23039.758337500003 23039.7621295 23039.765586 23039.769539 23039.773469500004 23039.777422500003 23039.781361 23039.785397500003 23039.789431 23039.7934275 23039.7974225 23039.802149000003 23039.8068755 23039.8102585 23039.8136505 23039.817558000002 23039.821454 23039.8254955 23039.829487000003 23039.833536 23039.837537 23039.841532 23039.8455265 23039.849603000002 23039.8536805 23039.8578965 23039.862113000003 23039.8658085 23039.869503 23039.873585 23039.877612 23039.882932 23039.888196 23039.8911655 23039.894131 23039.8978555 23039.90158 23039.905529000003 23039.909478 23039.913481000003 23039.9174715 23039.921489 23039.925511499998 23039.929543500002
3,23040.3990435,266.4279999989958,92,104,0.4613743385715388,0.8067136476602529,1.25970933095323,0.9515934871001677,3d gaze,-5979.652357995156,-36365.758988735455,103184.71342569184,23040.3990435 23040.407216500003 23040.4130955 23040.417563000003 23040.421183 23040.424538 23040.427437 23040.4345025 23040.4401005 23040.4426005 23040.4446905 23040.447678 23040.4519505 23040.457856 23040.4606565 23040.4640685 23040.4664175 23040.4721775 23040.475585 23040.481216 23040.4839065 23040.487349000003 23040.489421 23040.493462500002 23040.497488 23040.5023105 23040.5065755 23040.5103675 23040.513621 23040.517644500003 23040.5216585 23040.5260645 23040.5302525 23040.534011000003 23040.5375565 23040.543567 23040.5475415 23040.551477 23040.555407500004 23040.559486500002 23040.563548500002 23040.567531 23040.5714775 23040.5754605 23040.5794935 23040.586495000003 23040.591474 23040.5948495 23040.598269000002 23040.601865 23040.605417 23040.6094675 23040.613514 23040.6174815 23040.6214465 23040.6255075 23040.6295665 23040.633543 23040.637519 23040.642106 23040.646691500002 23040.6516975 23040.656702 23040.659147500002 23040.661596500002 23040.6654715
4,23041.6815375,200.60599999851547,171,185,0.4090259325358242,0.8908890268306715,1.3844147871079608,0.9527143327628865,3d gaze,-812.3732224520293,-2653.8609347241036,5848.5714821419915,23041.6815375 23041.685451 23041.6895305 23041.693605 23041.697524000003 23041.701441 23041.705484 23041.709526 23041.7134735 23041.717414500003 23041.721445000003 23041.725471 23041.7295465 23041.733621 23041.7375585 23041.7414975 23041.745483 23041.749459 23041.7534845 23041.7575035 23041.764829500004 23041.772153500002 23041.773747500003 23041.776391500003 23041.779526500002 23041.781610000002 23041.785612500003 23041.789606500002 23041.793670500003 23041.797727 23041.80173 23041.8057825 23041.809737000003 23041.813634500002 23041.8180045 23041.8223675 23041.826551 23041.830735 23041.8380425 23041.845337 23041.8487575 23041.852106500002 23041.854028 23041.8560595 23041.858889000003 23041.861541500002 23041.8654915 23041.8694335 23041.87412 23041.878806 23041.8821435
5,23041.959622000002,262.59399999980815,191,208,0.46846189266553157,0.936756961925377,1.3918523530874132,0.9286440258676355,3d gaze,-101.50500026912393,-1051.915415574451,2081.1192334081434,23041.959622000002 23041.963688000003 23041.967661000002 23041.9715875 23041.975492 23041.979482000002 23041.983937 23041.9899535 23041.993536500002 23041.997487 23042.001436 23042.0055155 23042.009589499998 23042.01363 23042.0177215 23042.021697 23042.025615500002 23042.029548500002 23042.0334865 23042.040193499997 23042.0469055 23042.053234 23042.059554 23042.061083 23042.06261 23042.064053000002 23042.0654945 23042.069492000002 23042.0734745 23042.077620000004 23042.0817515 23042.085616000004 23042.089481000003 23042.093565 23042.0976555 23042.1015575 23042.105452 23042.1095035 23042.1135565 23042.117517 23042.121475 23042.125728 23042.129981000002 23042.133798000003 23042.137614 23042.141536 23042.145444 23042.149441499998 23042.1534205 23042.1575405 23042.1616555 23042.165599 23042.169546 23042.1734705 23042.177402 23042.181436 23042.185466000003 23042.189608 23042.193730500003 23042.197645 23042.2015465 23042.2062705 23042.211009500003 23042.214957 23042.218882499998 23042.222216000002
6,23042.2299915,202.0264999991923,208,222,0.4535948449701634,0.9633008126473006,1.3109151076741024,0.9329516835072461,3d gaze,-502.7345962314385,-3731.7891505058847,6955.0508464515,23042.2299915 23042.234441 23042.238091500003 23042.241743500002 23042.245813 23042.2498835 23042.2545225 23042.2591585 23042.262277499998 23042.265396 23042.2714655 23042.2775435 23042.2801215 23042.282645 23042.286556 23042.290424 23042.2954765 23042.300527 23042.303526 23042.30655 23042.3105795 23042.314583 23042.318165 23042.3217535 23042.325593499998 23042.329431 23042.333799 23042.3381615 23042.3417855 23042.345408 23042.349740999998 23042.3541505 23042.357942000002 23042.3616555 23042.365568 23042.3694785 23042.373454 23042.3774285 23042.3817755 23042.3861225 23042.3898425 23042.3935635 23042.3976115 23042.4016595 23042.4055835 23042.4094945 23042.415553 23042.4195845 23042.423546500002 23042.427998 23042.432018
7,23042.4735225,271.899499999563,225,242,0.42424457787556913,0.9636089738827213,1.4927546077468035,0.9191627692485201,3d gaze,-2178.8711410503743,-9944.28233622431,18822.52166731035,23042.4735225 23042.477595 23042.481619000002 23042.4855685 23042.489537 23042.493532 23042.4976035 23042.501630500003 23042.505606500003 23042.509540500003 23042.51352 23042.517472 23042.5217155 23042.525957 23042.529735000004 23042.533502000002 23042.537448000003 23042.541383 23042.546484500002 23042.5515855 23042.5547435 23042.557905 23042.561718999998 23042.5655245 23042.569483 23042.573437 23042.577441499998 23042.5814155 23042.585634000003 23042.589822 23042.596295000003 23042.6027685 23042.606447 23042.610123 23042.611767000002 23042.613409 23042.617430500002 23042.6214445 23042.626077499997 23042.6307035 23042.634146 23042.6375775 23042.6415865 23042.645578000003 23042.6496755 23042.6537625 23042.657603 23042.6614405 23042.665472 23042.669502 23042.675257000003 23042.6810205 23042.6833455 23042.6856605 23042.6895495 23042.693439000002 23042.697657999997 23042.701874 23042.705726 23042.709568500002 23042.713645000003 23042.717713500002 23042.722560000002 23042.7274165 23042.730974000002 23042.734597000002 23042.7380265 23042.7413795 23042.745422
8,23042.908097,234.05450000063865,251,266,0.4415136087249584,0.8556354304997048,1.3768929903333496,0.947683999250675,3d gaze,-193.15053953598715,-878.2074174189584,2134.03816039653,23042.908097 23042.912226 23042.9178535 23042.922340999998 23042.929234 23042.935647 23042.939921999998 23042.942611 23042.946455999998 23042.9489495 23042.951369000002 23042.953517 23042.9590885 23042.9645135 23042.970952 23042.9772825 23042.982510499998 23042.985448 23042.9893035 23042.992304 23042.994577 23042.998450500003 23043.001461 23043.005544500003 23043.009608 23043.0136145 23043.017619 23043.021728 23043.0258335 23043.029848500002 23043.033870500003 23043.037829 23043.0417795 23043.045609 23043.049438500002 23043.053438000003 23043.0574375 23043.061450499998 23043.0654665 23043.069578000002 23043.073672500002 23043.077632 23043.0815775 23043.085554 23043.089535500003 23043.094738 23043.099932 23043.102941 23043.1059785 23043.1098625 23043.113715 23043.120188 23043.126662000002 23043.1305215 23043.134379 23043.136579500002 23043.1387895 23043.1421515
9,23043.3553845,242.0990000027814,278,294,0.49233714547524376,0.8475436068379736,1.4231554664147998,0.9625430186589559,3d gaze,-12.527139535154557,-409.2060815287475,1018.1982512588446,23043.3553845 23043.359830499998 23043.365224499998 23043.3688315 23043.37395 23043.3784485 23043.382119500002 23043.387762000002 23043.390109 23043.397104000003 23043.403775 23043.406936 23043.4139665 23043.418249000002 23043.4203785 23043.4223615 23043.4260235 23043.4294125 23043.435491 23043.441684999998 23043.443881500003 23043.447868000003 23043.451897500003 23043.4545 23043.458318 23043.4616475 23043.4656435 23043.469626 23043.473567 23043.4774965 23043.4815375 23043.4855785 23043.489548 23043.493526000002 23043.497848500003 23043.5021605 23043.5059595 23043.509772 23043.5137585 23043.517749 23043.521653000003 23043.525539000002 23043.529681500004 23043.533813500002 23043.537689 23043.5415555 23043.545635000002 23043.549710500003 23043.5536825 23043.5576515 23043.5615395 23043.565427 23043.569431000004 23043.5734335 23043.577572000002 23043.581712500003 23043.5856415 23043.5895705 23043.5935285 23043.5974835
10,23043.9216395,299.817000002804,314,334,0.47442199552954756,0.9178068239637911,1.3208180779082763,0.8945085535708227,3d gaze,-66.10165924171977,-805.7710794820615,1668.740894086305,23043.9216395 23043.9256935 23043.929738500003 23043.93365 23043.9375565 23043.941478 23043.945396000003 23043.9494915 23043.9535985 23043.957599 23043.9615875 23043.965594 23043.9695975 23043.9735705 23043.977541 23043.981598 23043.9856515 23043.9903225 23043.9949985 23043.998297 23044.0016605 23044.0056525 23044.009571000002 23044.01352 23044.01747 23044.021467500002 23044.025462 23044.029465 23044.033472000003 23044.037684000003 23044.0418915 23044.045677000002 23044.049463 23044.0534825 23044.0574995 23044.06155 23044.0655965 23044.069523500002 23044.07345 23044.0774655 23044.08148 23044.0854425 23044.089406 23044.093588 23044.0977635 23044.1015975 23044.105430000003 23044.1094985 23044.113562500002 23044.117531 23044.1215 23044.1255225 23044.1295685 23044.134251000003 23044.1389135 23044.14311 23044.147154 23044.150436 23044.153575 23044.1576535 23044.161725500002 23044.1658425 23044.1699875 23044.175748499998 23044.18148 23044.186538 23044.1915965 23044.193503000002 23044.1954425 23044.198456 23044.2014345 23044.2055305 23044.209617 23044.213541999998 23044.21746 23044.221456500003
11,23044.6776355,203.75649999914458,352,365,0.5094482709385779,0.9404158259536687,1.4195577536141502,0.913585304629569,3d gaze,279.40282358849043,-8482.044549178785,16697.557912190958,23044.6776355 23044.681509000002 23044.685384 23044.689408500002 23044.6934305 23044.697447500002 23044.7014645 23044.705458 23044.709456 23044.713468 23044.717476 23044.721485500002 23044.725496 23044.7298695 23044.734241000002 23044.7379155 23044.7415595 23044.745531 23044.749473 23044.753436 23044.7601905 23044.764231 23044.7690495 23044.773144 23044.776379000003 23044.781203500002 23044.784601 23044.78978 23044.793675 23044.7975775 23044.801474500004 23044.805483000004 23044.809529500002 23044.813597500004 23044.8176205 23044.821536000003 23044.825431999998 23044.8295105 23044.833571 23044.837727 23044.841883 23044.8457515 23044.84962 23044.854645 23044.8596695 23044.862801000003 23044.866146 23044.8699605 23044.873571 23044.8774865 23044.881392
12,23044.9454345,290.3554999975313,369,387,0.4328133275594776,0.8539696100982467,1.4088617949920719,0.9316801118354002,3d gaze,-206.93458053584186,-816.186431578076,1995.5625085312215,23044.9454345 23044.9506875 23044.955941 23044.959333500003 23044.962645 23044.96615 23044.9695745 23044.973491 23044.9774145 23044.981455499998 23044.985489 23044.9897895 23044.9940885 23044.997772000002 23045.0014545 23045.006480000004 23045.0115055 23045.014593 23045.0176825 23045.0216095 23045.025538 23045.029598 23045.0336555 23045.037615 23045.041575000003 23045.0456145 23045.0496345 23045.053555 23045.057456000002 23045.0619195 23045.066383 23045.070019500003 23045.073654 23045.0777815 23045.0819075 23045.085738 23045.089567 23045.0937505 23045.097933 23045.101715 23045.105505 23045.1094985 23045.1134835 23045.1175365 23045.121584 23045.1257375 23045.129877 23045.133708499998 23045.137538000003 23045.1416365 23045.14573 23045.1495695 23045.153408000002 23045.158202500003 23045.1629965 23045.169053999998 23045.1751135 23045.178717000003 23045.1822835 23045.184349 23045.186326 23045.1899445 23045.1935095 23045.197469500003 23045.201429 23045.209356 23045.217263 23045.221129 23045.2249945 23045.226863 23045.2322315 23045.23579
13,23045.291884500002,265.5574999989767,391,405,0.47307394076778425,0.9219435921291571,1.460361933750209,0.9211657428566147,3d gaze,-688.7662216014897,-7543.9430805060765,15549.252055317174,23045.291884500002 23045.2938305 23045.297898 23045.301538 23045.305747500002 23045.3099215 23045.314524 23045.319104000002 23045.324302 23045.329499 23045.332444 23045.334448499998 23045.338584 23045.3417795 23045.345704 23045.3496185 23045.3536515 23045.357672 23045.3627355 23045.3678095 23045.3712635 23045.374705000002 23045.379816 23045.384926 23045.3871705 23045.389411000004 23045.3934225 23045.397431 23045.402076500002 23045.406685 23045.410946 23045.415291 23045.418432500002 23045.421455 23045.425881000003 23045.4303075 23045.4339425 23045.4375785 23045.441600500002 23045.445620000002 23045.449541 23045.453461 23045.4574505 23045.4614415 23045.4654305 23045.469399 23045.4734165 23045.4774165 23045.481383500002 23045.4853495 23045.489352 23045.493356 23045.49738 23045.501402 23045.505394 23045.5093785 23045.513367500003 23045.517350000002 23045.521362500003 23045.525374 23045.529415 23045.533456 23045.537465 23045.541471 23045.5458 23045.550128000003 23045.553786 23045.557442
14,23045.6334375,237.681499998871,409,418,0.5342153197920336,0.8103340607190573,1.4896791226917836,0.9648810018927364,3d gaze,57.48930146737683,-393.9874970338832,1097.632282784669,23045.6334375 23045.637445 23045.6413995 23045.645354 23045.6494235 23045.653494500002 23045.6574295 23045.66136 23045.665415 23045.669457 23045.6736045 23045.677759 23045.681613 23045.687441000002 23045.6914095 23045.695405500002 23045.699416000003 23045.703686 23045.707774000002 23045.7115005 23045.715417 23045.719411500002 23045.7254155 23045.729424 23045.7334125 23045.737408 23045.741475000003 23045.745535000002 23045.752798 23045.7600605 23045.7614705 23045.762939 23045.7662555 23045.769515 23045.7735445 23045.777583 23045.7816225 23045.785653 23045.7895575 23045.793461 23045.7989005 23045.804338500002 23045.806867 23045.8093945 23045.8134525 23045.817511 23045.821485 23045.825459 23045.8305195 23045.835580500003 23045.8386195 23045.8416555 23045.845549 23045.849440500002 23045.8537885 23045.858139 23045.863524 23045.868905 23045.871119
15,23046.183455500002,246.14499999734107,437,454,0.48972574118805645,0.816128984837389,1.4440101434655792,0.9022739861280688,3d gaze,-49.97273119627418,-1134.5320697549344,3102.074514731847,23046.183455500002 23046.1876185 23046.1937985 23046.1978105 23046.201883499998 23046.205888 23046.210698000003 23046.2155065 23046.218471 23046.221914499998 23046.226072999998 23046.229755 23046.2339775 23046.238198 23046.2438605 23046.249522000002 23046.253165500002 23046.25517 23046.259197 23046.261568 23046.265855999998 23046.270131999998 23046.273861 23046.2775975 23046.2815665 23046.285523 23046.289515 23046.293509000003 23046.297481499998 23046.301453 23046.3055385 23046.3096215 23046.3138455 23046.318063500003 23046.3221075 23046.326148 23046.329764000002 23046.333374499998 23046.3374585 23046.341534500003 23046.345484 23046.349446 23046.3536075 23046.357741 23046.362471 23046.3671885 23046.37283 23046.378453999998 23046.3802215 23046.3819725 23046.385789 23046.389603 23046.393524500003 23046.397445000002 23046.4015745 23046.4057025 23046.409635 23046.4135685 23046.418536 23046.4235025 23046.426551 23046.4296005
16,23046.5141095,275.44250000210013,459,476,0.5053230749498948,0.9134519019434347,1.474414117414519,0.9117503796798595,3d gaze,335.24877039146446,-18259.696304042107,38049.38975577881,23046.5141095 23046.517531999998 23046.521506999998 23046.525475000002 23046.5294535 23046.533433999997 23046.537442499997 23046.5414475 23046.545466 23046.549471500002 23046.553882 23046.558282 23046.561942500004 23046.5656025 23046.5695075 23046.573414 23046.577454500002 23046.581494000002 23046.585820500004 23046.590147000003 23046.593941 23046.5977495 23046.6015835 23046.605403 23046.609411 23046.6134195 23046.6173855 23046.623512 23046.6275875 23046.63149 23046.635478 23046.639596 23046.643602000004 23046.6474495 23046.651452500002 23046.655506000003 23046.6615175 23046.6655025 23046.6697375 23046.673953999998 23046.677834000002 23046.6817105 23046.685597000003 23046.6894825 23046.693437500002 23046.697396000003 23046.701454000002 23046.7055165 23046.7095845 23046.713644 23046.7175735 23046.7215035 23046.725429500002 23046.7293555 23046.7337655 23046.7381715 23046.741860500002 23046.7455455 23046.749474000004 23046.7533975 23046.7574475 23046.7614905 23046.765459000002 23046.769434 23046.773422500002 23046.7774025 23046.781404 23046.785406000003 23046.789552000002
17,23046.813562000003,256.5764999962994,478,495,0.47851744442971816,0.8856046180537923,1.4051789141543531,0.8882219667618091,3d gaze,-485.7863939369485,-6033.679724413786,13627.249863381217,23046.813562000003 23046.8177885 23046.8216335 23046.825356 23046.829411 23046.83346 23046.837431500004 23046.841405500003 23046.8453945 23046.8493815 23046.8535105 23046.8576875 23046.8617385 23046.865822 23046.869665500002 23046.8734405 23046.877436000002 23046.8814185 23046.8877045 23046.8940515 23046.896562 23046.899019 23046.902256 23046.905494 23046.909474 23046.9134435 23046.917531 23046.921618 23046.92553 23046.929445 23046.93342 23046.937397499998 23046.941412 23046.9454185 23046.949489 23046.95356 23046.957966 23046.962369 23046.966131 23046.9698925 23046.9761225 23046.982358499998 23046.985983500002 23046.989771 23046.992508 23046.995074 23046.9982825 23047.001488500002 23047.005459 23047.009430500002 23047.013500499997 23047.0175705 23047.0236695 23047.0297685 23047.0339625 23047.0382185 23047.0401705 23047.042011999998 23047.045753 23047.0494435 23047.0545315 23047.059616000002 23047.0629425 23047.066288 23047.0701385
18,23047.3386385,200.61250000071595,511,523,0.6354121135705929,0.808522571544033,1.4950169624950322,0.8988202116810359,3d gaze,594.2098760355474,-1021.9395444432138,2855.9923668608226,23047.3386385 23047.34076 23047.344821500003 23047.348534 23047.350895 23047.354833999998 23047.3579295 23047.361949500002 23047.3657175 23047.369669500004 23047.373620500002 23047.3776705 23047.3818235 23047.3856815 23047.3894715 23047.3935845 23047.397644999997 23047.401594 23047.405523499998 23047.4095 23047.4134835 23047.4180125 23047.422522 23047.4269065 23047.4312105 23047.434362 23047.437413500003 23047.4428605 23047.448279 23047.450932 23047.453585 23047.4575075 23047.461433 23047.466509 23047.47158 23047.475256 23047.478925000003 23047.4821925 23047.485461000004 23047.491553 23047.497638 23047.502421 23047.5072285 23047.5090115 23047.5108455 23047.514201 23047.5174805 23047.52476 23047.5320395 23047.534085 23047.5361205 23047.539251000002
19,23052.12963,231.81349999867962,804,819,0.40310946013885324,0.735308193408919,1.4962516737545357,0.957931072547518,3d gaze,-873.7419929955772,-1567.7441483730988,5856.054186139828,23052.12963 23052.1335315 23052.137483500002 23052.141436500002 23052.1454285 23052.149424000003 23052.1544375 23052.159447000002 23052.1649565 23052.1703055 23052.173903000003 23052.177577000002 23052.1796655 23052.181510000002 23052.185454500002 23052.189393 23052.193408500003 23052.1974335 23052.201564000003 23052.2056845 23052.2103495 23052.215006500002 23052.218283000002 23052.2218215 23052.227836500002 23052.231748500002 23052.239366499998 23052.245204 23052.248756 23052.2520125 23052.254918 23052.2566695 23052.2595695 23052.264476 23052.270459 23052.2738265 23052.2796465 23052.2851865 23052.28748 23052.290887000003 23052.2948465 23052.297668 23052.301590000003 23052.305500000002 23052.309554500003 23052.313598 23052.317610500002 23052.321621000003 23052.3255835 23052.3295445 23052.333753500003 23052.337962 23052.341799 23052.345575500003 23052.349601500002 23052.353537000003 23052.357503 23052.361443499998
20,23067.398172,223.3124999984284,1699,1714,0.4575645424106633,0.7827380868256961,1.4534871540172924,0.9734153433849937,3d gaze,-60.182765804985586,-300.66332398722125,920.6353871574598,23067.398172 23067.401789 23067.4083865 23067.414966 23067.421473000002 23067.427982 23067.4303995 23067.432938500002 23067.4363075 23067.4395725 23067.441652499998 23067.4437485 23067.4465775 23067.4493705 23067.453429499998 23067.4574885 23067.4626785 23067.467868 23067.4706335 23067.473397 23067.477435 23067.481469500002 23067.485717 23067.489964 23067.493679500003 23067.4973935 23067.501514000003 23067.505633 23067.509698 23067.5140065 23067.519352000003 23067.524453 23067.5280195 23067.5315845 23067.5346535 23067.537722 23067.5415505 23067.545379 23067.5494465 23067.5535145 23067.55749 23067.561466500003 23067.5656085 23067.569749000002 23067.573672500002 23067.5776205 23067.581576 23067.5855115 23067.5895165 23067.593517 23067.597510500003 23067.601487500004 23067.605457 23067.6094325 23067.613479 23067.617503 23067.6214845
21,23067.6254655,208.10549999805517,1714,1726,0.4584998968188875,0.8094621210064746,1.247072767717634,0.9484089274819081,3d gaze,-72.8093476011649,-412.3349275320022,1152.461378447539,23067.6254655 23067.629448500003 23067.633431000002 23067.637745 23067.6420585 23067.646203 23067.650347 23067.6559245 23067.659461 23067.663555 23067.6675195 23067.671459 23067.675937 23067.6799835 23067.6834815 23067.689379 23067.6933575 23067.697583 23067.70191 23067.7057705 23067.7095195 23067.7134695 23067.717396 23067.7218465 23067.726136999998 23067.729897999998 23067.7335135 23067.7375185 23067.741525 23067.747006 23067.7524865 23067.7558595 23067.759314000003 23067.762499 23067.7656385 23067.7710515 23067.776427 23067.779693 23067.7828485 23067.7862175 23067.7894625 23067.793805 23067.798134 23067.8018115 23067.805502000003 23067.809465500002 23067.813427 23067.817742 23067.8223305 23067.826099500002 23067.829589 23067.833571
22,23067.88544,296.2565000016184,1729,1747,0.4742716936770429,0.6901032274955443,1.4952795828121903,0.9435332989370501,3d gaze,-40.66069784277995,-224.93938638763655,1024.3500103109088,23067.88544 23067.89017 23067.894901 23067.89826 23067.901589 23067.905592 23067.909568 23067.91363 23067.917688499998 23067.921533 23067.925365000003 23067.929698500004 23067.934023 23067.937723000003 23067.941399000003 23067.9454525 23067.949483 23067.953467 23067.9574495 23067.963221500002 23067.968942 23067.971324500002 23067.9748645 23067.979752500003 23067.9834335 23067.9871815 23067.990261 23067.9949155 23067.998879500003 23068.002244 23068.005587 23068.011459499998 23068.017334 23068.019651000002 23068.023202 23068.027051 23068.0296605 23068.033524 23068.037374 23068.043364 23068.049343 23068.0520745 23068.054114500002 23068.0581375 23068.0614685 23068.0654745 23068.0694685 23068.0734715 23068.077458500004 23068.081596000004 23068.085729500002 23068.0912005 23068.096671 23068.099081 23068.101507500003 23068.1055425 23068.109558 23068.113533000003 23068.1175015 23068.121454500004 23068.1296435 23068.133893 23068.137163 23068.140996000002 23068.143458 23068.147453 23068.151516500002 23068.157507 23068.1615385 23068.1654495 23068.16935 23068.1736365 23068.1779145 23068.1816965
23,23068.2374955,298.09999999633874,1750,1770,0.4810465786723989,0.6488767776837379,1.492919653579684,0.9642933622996013,3d gaze,-29.60752067991826,-174.69213824597415,1016.010678589339,23068.2374955 23068.241559000002 23068.245548 23068.2495365 23068.2547775 23068.2600215 23068.262909 23068.266162 23068.270021 23068.2735125 23068.277489 23068.2814715 23068.285656 23068.289833 23068.2936925 23068.2975515 23068.3014745 23068.305408 23068.3094 23068.313384 23068.317387000003 23068.321387 23068.326494 23068.331607 23068.335459500002 23068.3384065 23068.3427845 23068.346258999998 23068.3498135 23068.353355 23068.357414000002 23068.3614495 23068.365514 23068.3695505 23068.373493 23068.377433 23068.381629000003 23068.3858265 23068.390649 23068.3954615 23068.3986925 23068.4019325 23068.4057345 23068.4095265 23068.4136865 23068.417854 23068.421635 23068.425404499998 23068.429414 23068.4334205 23068.4379985 23068.442559000003 23068.446205 23068.449821000002 23068.454157 23068.4584895 23068.462041500003 23068.465588500003 23068.46954 23068.473477 23068.477456 23068.481424 23068.4857185 23068.4900195 23068.493802999998 23068.4975795 23068.501506 23068.5054255 23068.5095065 23068.5135765 23068.517499499998 23068.521419 23068.526591 23068.531763 23068.535595499998
24,23068.674579500002,298.9454999988084,1780,1799,0.43160725596563737,0.7209604640484969,1.2111718918583578,0.9052541024590793,3d gaze,-244.86373146599888,-593.2803007137057,2320.560040944228,23068.674579500002 23068.679486 23068.682939 23068.6862885 23068.689939 23068.693479 23068.6978035 23068.702112500003 23068.7058205 23068.709522 23068.7149595 23068.7203965 23068.723067 23068.7257485 23068.729616 23068.7334745 23068.73744 23068.741450499998 23068.7455175 23068.749532 23068.7535565 23068.757574000003 23068.761515500002 23068.7654555 23068.7695735 23068.7736915 23068.777794 23068.781899499998 23068.7858615 23068.7903855 23068.794214 23068.7974775 23068.8014995 23068.8055225 23068.8094885 23068.8134535 23068.817429000002 23068.821404000002 23068.8254255 23068.829454 23068.833445 23068.837428 23068.841475 23068.8455215 23068.8495605 23068.853600000002 23068.857568 23068.861536 23068.8655225 23068.8695105 23068.8736175 23068.877725 23068.881547999998 23068.8853665 23068.890735499997 23068.896101 23068.901174500003 23068.906221 23068.908603000003 23068.910956 23068.91429 23068.917615500002 23068.9216415 23068.92567 23068.929574499998 23068.933464 23068.9375705 23068.94167 23068.947321 23068.952975 23068.9552215 23068.9574635 23068.9615375 23068.965620000003 23068.9695775 23068.973525
25,23068.997438500002,299.9385000002803,1799,1820,0.44647050683562656,0.694375978790021,1.30808740531365,0.9289376703898112,3d gaze,-256.0109546656914,-695.839150666636,3090.9127612723955,23068.997438500002 23069.0015685 23069.005683000003 23069.0095655 23069.0134445 23069.0185 23069.0235565 23069.0265745 23069.029591500002 23069.033527 23069.037459500003 23069.0414255 23069.0453865 23069.0509605 23069.0575915 23069.060045 23069.0633905 23069.067356500003 23069.0714295 23069.075529 23069.079643 23069.083549000003 23069.087386 23069.0934095 23069.097444500003 23069.101523 23069.105628 23069.10961 23069.113551000002 23069.117546499998 23069.1215335 23069.125609000002 23069.1296755 23069.133596 23069.137508 23069.141479500002 23069.1454425 23069.1517075 23069.157967500003 23069.161331000003 23069.1633 23069.1671395 23069.1695835 23069.173534499998 23069.177480500002 23069.182073 23069.1866645 23069.1900625 23069.1934455 23069.197474 23069.201489 23069.206306 23069.2111235 23069.215237 23069.218410499998 23069.222438999997 23069.2255435 23069.229605 23069.2336515 23069.2375635 23069.241498 23069.2471205 23069.2527205 23069.25827 23069.263821 23069.2661675 23069.27044 23069.2728915 23069.274863500003 23069.278855 23069.281388 23069.2854125 23069.2894265 23069.2934085 23069.297377000003
