index,timestamp,label,duration,id,objectType,segmentLocation
233,23042.611991269896,Experiment Started,0.0,,,
466,23046.626014097044,Spawning,0.0,1,Obstacle,
499,23047.169623716185,Looking At,0.0,1,Obstacle,5
500,23047.18758331091,Looking At,0.0,1,Obstacle,5
501,23047.19785247595,Looking At,0.0,1,Obstacle,5
502,23047.2110360697,Looking At,0.0,1,Obstacle,5
503,23047.2284768656,Looking At,0.0,1,Obstacle,5
504,23047.23871551306,Looking At,0.0,1,Obstacle,5
505,23047.252173765013,Looking At,0.0,1,Obstacle,5
506,23047.268912656615,Looking At,0.0,1,Obstacle,5
507,23047.2793954447,Looking At,0.0,1,Obstacle,5
508,23047.29894195349,Looking At,0.0,1,Obstacle,5
509,23047.32025848181,Looking At,0.0,1,Obstacle,5
509,23047.329291684935,Looking At,0.0,1,Obstacle,5
510,23047.34009490759,Looking At,0.0,1,Obstacle,5
511,23047.34888397009,Looking At,0.0,1,Obstacle,5
511,23047.36193023474,Looking At,0.0,1,Obstacle,5
512,23047.38098846228,Looking At,0.0,1,Obstacle,5
514,23047.397300107787,Looking At,0.0,1,Obstacle,5
515,23047.412253721068,Looking At,0.0,1,Obstacle,5
516,23047.423240049193,Looking At,0.0,1,Obstacle,5
517,23047.43958221228,Looking At,0.0,1,Obstacle,5
519,23047.47226653845,Looking At,0.0,1,Obstacle,5
519,23047.485572202513,Looking At,0.0,1,Obstacle,5
520,23047.49736724646,Looking At,0.0,1,Obstacle,5
521,23047.508536680052,Looking At,0.0,1,Obstacle,5
522,23047.53020416052,Looking At,0.0,1,Obstacle,5
522,23047.5419534281,Looking At,0.0,1,Obstacle,5
523,23047.561240537474,Looking At,0.0,1,Obstacle,5
524,23047.570472104857,Looking At,0.0,1,Obstacle,5
526,23047.592612607787,Looking At,0.0,1,Obstacle,5
527,23047.614463193724,Looking At,0.0,1,Obstacle,5
527,23047.627799375365,Looking At,0.0,1,Obstacle,5
529,23047.653052671263,Looking At,0.0,1,Obstacle,5
530,23047.67752776892,Looking At,0.0,1,Obstacle,5
530,23047.688376767943,Looking At,0.0,1,Obstacle,5
531,23047.70146880896,Looking At,0.0,1,Obstacle,5
532,23047.718787534544,Looking At,0.0,1,Obstacle,5
533,23047.731299741576,Looking At,0.0,1,Obstacle,5
534,23047.74686370642,Looking At,0.0,1,Obstacle,5
535,23047.756888730833,Looking At,0.0,1,Obstacle,5
536,23047.77371917517,Looking At,0.0,1,Obstacle,5
537,23047.7890237406,Looking At,0.0,1,Obstacle,5
538,23047.808829648802,Looking At,0.0,1,Obstacle,5
539,23047.81944976599,Looking At,0.0,1,Obstacle,5
540,23047.830954892943,Looking At,0.0,1,Obstacle,5
541,23047.848807676146,Looking At,0.0,1,Obstacle,5
542,23047.860404355833,Looking At,0.0,1,Obstacle,5
543,23047.875708921263,Looking At,0.0,1,Obstacle,5
545,23047.908408506224,Looking At,0.0,1,Obstacle,5
545,23047.91986785681,Looking At,0.0,1,Obstacle,5
546,23047.93514190466,Looking At,0.0,1,Obstacle,5
547,23047.956214292357,Looking At,0.0,1,Obstacle,5
548,23047.967154844115,Looking At,0.0,1,Obstacle,5
549,23047.978873594115,Looking At,0.0,1,Obstacle,5
550,23047.99764190466,Looking At,0.0,1,Obstacle,5
551,23048.011710508177,Looking At,0.0,1,Obstacle,5
552,23048.028067930052,Looking At,0.0,1,Obstacle,5
553,23048.043784482787,Looking At,0.0,1,Obstacle,5
554,23048.055411680052,Looking At,0.0,1,Obstacle,5
555,23048.0683206156,Looking At,0.0,1,Obstacle,5
556,23048.087394101927,Looking At,0.0,1,Obstacle,5
557,23048.100135190794,Looking At,0.0,1,Obstacle,5
558,23048.113501890013,Looking At,0.0,1,Obstacle,5
559,23048.13097320349,Looking At,0.0,1,Obstacle,5
560,23048.14366851599,Looking At,0.0,1,Obstacle,5
561,23048.157615049193,Looking At,0.0,1,Obstacle,5
563,23048.195533140013,Looking At,0.0,1,Obstacle,5
563,23048.204154355833,Looking At,0.0,1,Obstacle,5
564,23048.2157815531,Looking At,0.0,1,Obstacle,5
566,23048.23693023474,Looking At,0.0,1,Obstacle,5
566,23048.247947080443,Looking At,0.0,1,Obstacle,5
567,23048.26331268103,Looking At,0.0,1,Obstacle,5
568,23048.286689145873,Looking At,0.0,1,Obstacle,5
569,23048.29729400427,Looking At,0.0,1,Obstacle,5
571,23048.325690610716,Looking At,0.0,1,Obstacle,5
