pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
3804.237743,1,0,0.97305828332901,0.5934214627096478,0.40477094514038015,31.806243108832003,pye3d 0.3.0 real-time,113.93692084025237,114.28397853304702,25.659188475420628,31.806243108832003,103.37918778827493,4.249198586621283,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.272380477668489,2.3595504722273866,22.24313927642458,0.04353668821650615,-0.7373508638424281,-0.6741055261381291,2.1245992933106415,2.3999365617308372,-1.50630151848804,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.237743,1,0,0.97305828332901,0.5934606194496155,0.40477087100346887,31.802003860473633,2d c++,113.94443893432617,114.28399276733398,25.69216537475586,31.802003860473633,102.86199951171878,,,,,,,,,,,,,,,,,,,,,
3804.241692,1,1,0.9031609296798706,0.6109820358345289,0.4488584110931363,29.3180051742113,pye3d 0.3.0 real-time,117.30855088022955,105.81918507011783,21.80631898746547,29.3180051742113,93.43395186344621,4.639036242274437,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.2596346419464455,3.41470622323905,27.133650148187588,-0.13366134920638292,0.6962585843015834,-0.7052365755650258,2.3195181211372184,0.8006245004709498,-1.758101682272374,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.241692,1,1,0.9031609296798706,0.6111432313919067,0.44881127278010047,29.329050064086914,2d c++,117.3395004272461,105.8282356262207,21.986339569091797,29.329050064086914,95.67591094970703,,,,,,,,,,,,,,,,,,,,,
3804.245946,2,0,0.9150776267051697,0.5925535335300744,0.4046563413479112,32.12178295698896,pye3d 0.3.0 real-time,113.7702784377743,114.30598246120105,25.87189788072172,32.12178295698896,103.23916162302417,4.291280894668757,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.2768621599997063,2.33479149382039,22.270609661180195,0.04396793829989796,-0.7397332976504514,-0.671462187132563,2.1456404473343786,2.4034702511723207,-1.5054087901708928,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.245946,2,0,0.9150776267051697,0.5924728512763977,0.4046045939127604,32.134605407714844,2d c++,113.75478744506836,114.31591796875,25.233776092529297,32.134605407714844,103.96674346923828,,,,,,,,,,,,,,,,,,,,,
3804.249601,2,1,0.8687582015991211,0.6110993739441614,0.448783405919167,29.26549072129518,pye3d 0.3.0 real-time,117.33107979727899,105.83358606351995,21.77717349092163,29.26549072129518,93.48743166075165,4.630754800896713,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.250266626140439,3.4084937412009877,27.129302155453296,-0.13456278694761137,0.6956607879387482,-0.7056549613609555,2.3153774004483565,0.8014569922774281,-1.7592261201310704,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.249601,2,1,0.8687582015991211,0.6110442082087199,0.4487927357355753,29.261091232299805,2d c++,117.32048797607422,105.83179473876953,21.77924919128418,29.261091232299805,92.73675537109375,,,,,,,,,,,,,,,,,,,,,
3804.253749,2,0,0.8960096836090088,0.5930252963482543,0.4043475653154601,32.046240657128415,pye3d 0.3.0 real-time,113.86085689886482,114.36526745943165,25.74841899173279,32.046240657128415,103.3136425509458,4.277697884746381,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.2914074826379602,2.3055093229677333,22.30397792584963,0.04536756262333893,-0.742550975854491,-0.6682513243676816,2.1388489423731905,2.4076673102546304,-1.5030103716235061,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.253749,2,0,0.8960096836090088,0.5930046439170837,0.40431211392084754,32.05122756958008,2d c++,113.85689163208008,114.37207412719727,25.361181259155273,32.05122756958008,103.37400054931643,,,,,,,,,,,,,,,,,,,,,
3804.257668,2,1,1.0,0.6115063771337145,0.4487899827284695,29.194468728383995,pye3d 0.3.0 real-time,117.40922440967319,105.83232331613385,21.770072851592765,29.194468728383995,93.45860603773855,4.619547684282763,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.24813536487937,3.3857658795440138,27.10737092546495,-0.13476786765807663,0.6934737984311218,-0.7077652949505275,2.3097738421413814,0.8044968982724917,-1.75895706399735,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.257668,2,1,1.0,0.6114465395609537,0.44878641764322913,29.18854522705078,2d c++,117.39773559570312,105.8330078125,21.929039001464844,29.18854522705078,92.67009735107422,,,,,,,,,,,,,,,,,,,,,
3804.265798,3,0,0.9522365927696228,0.5920533736546835,0.40379192431767785,31.630443572998047,2d c++,113.67424774169922,114.47195053100586,25.2047061920166,31.630443572998047,105.94654846191403,,,,,,,,,,,,,,,,,,,,,
3804.265798,3,0,0.9522365927696228,0.5922374317996042,0.4037872648140196,31.610787394525655,pye3d 0.3.0 real-time,113.709586905524,114.47284515570824,25.381285595228338,31.610787394525655,103.51290562680002,4.216124669890978,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.3315264906694737,2.2920102263758535,22.32185360901253,0.049228015971108124,-0.7438499270296808,-0.66653123595334,2.108062334945489,2.409608743020611,-1.497073154510159,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.265915,3,1,1.0,0.6120226856629579,0.448206816289931,28.843244451096528,pye3d 0.3.0 real-time,117.50835564728791,105.94429127233325,21.506538363710366,28.843244451096528,93.56783582727917,4.5633903657907515,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.227341482741399,3.3795322815209996,27.105254967480622,-0.1367687598997191,0.6928739701816873,-0.7079689031025016,2.2816951828953758,0.8053291026981091,-1.7616302073069772,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.265915,3,1,1.0,0.6120851834615072,0.44816132386525476,28.84571075439453,2d c++,117.52035522460938,105.9530258178711,21.880220413208008,28.84571075439453,94.53434753417969,,,,,,,,,,,,,,,,,,,,,
3804.272792,3,0,0.927483856678009,0.5921614368756613,0.4036467671394348,31.73737907409668,2d c++,113.69499588012695,114.49982070922852,25.39940643310547,31.73737907409668,103.18400573730472,,,,,,,,,,,,,,,,,,,,,
3804.272792,3,0,0.927483856678009,0.5921289984457269,0.4036573586240376,31.74020034717199,pye3d 0.3.0 real-time,113.68876770157956,114.49778714418477,25.47064362296815,31.74020034717199,103.67354097407923,4.232589148539656,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.3563321367626475,2.289378734610625,22.326669018908014,0.05161494037932751,-0.7441031424428516,-0.6660678729201039,2.116294574269828,2.409987691305253,-1.4934588706299323,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.273709,4,1,0.9789220094680786,0.6109103399869947,0.44836920180934914,28.935078033344606,pye3d 0.3.0 real-time,117.29478527750298,105.91311325260496,21.65746713587393,28.935078033344606,93.85214615412451,4.582133172027302,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.196203955517986,3.3388985605184764,27.07175726187885,-0.13976496985377523,0.6889639885551901,-0.7111922213269046,2.291066586013651,0.8107376312682438,-1.764845500674193,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.273709,4,1,0.9789220094680786,0.6108431021372477,0.44834367434183753,28.926959991455078,2d c++,117.28187561035156,105.91801452636719,22.048274993896484,28.926959991455078,92.99543762207034,,,,,,,,,,,,,,,,,,,,,
3804.278042,4,0,0.9397523999214172,0.5934837659200033,0.40343370040257776,32.06221008300781,2d c++,113.94888305664062,114.54072952270508,25.416032791137695,32.06221008300781,100.33824920654297,,,,,,,,,,,,,,,,,,,,,
3804.278042,4,0,0.9397523999214172,0.5932470056825809,0.4034764957733191,32.08487444804982,pye3d 0.3.0 real-time,113.90342509105554,114.53251281152274,25.69032458548521,32.08487444804982,103.67566869583504,4.276162893803484,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.350709759909969,2.2664822600834054,22.35189844260644,0.05107392691443097,-0.7463063567314822,-0.6636401704928063,2.138081446901742,2.413291682033434,-1.4939874610209187,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.2815720000003,4,1,0.8240017294883728,0.6117191250416673,0.4482190456103944,29.038091100103607,pye3d 0.3.0 real-time,117.45007200800012,105.94194324280429,21.755247261947236,29.038091100103607,93.48442836075213,4.598601418098481,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.239671724649133,3.32810380851126,27.052917239983284,-0.13558228181895188,0.6879252630589898,-0.7130051032790621,2.2993007090492403,0.8121697858431867,-1.7587089465050654,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.2815720000003,4,1,0.8240017294883728,0.6117036739985148,0.4482195576032003,29.036666870117188,2d c++,117.44710540771484,105.94184494018555,21.780376434326172,29.036666870117188,93.27539062500003,,,,,,,,,,,,,,,,,,,,,
3804.285566,5,0,0.9845100045204163,0.5923675298690796,0.4026668071746826,31.431655883789062,2d c++,113.73456573486328,114.68797302246094,25.393789291381836,31.431655883789062,104.02125549316406,,,,,,,,,,,,,,,,,,,,,
3804.285566,5,0,0.9845100045204163,0.5924071428164058,0.4026477701772898,31.428361046216782,pye3d 0.3.0 real-time,113.74217142074991,114.69162812596036,25.25881475007417,31.428361046216782,103.3739800044891,4.18667419247244,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.303504562129673,2.282165524387657,22.330840201685852,0.046531604640163704,-0.7447972339201769,-0.6656665006701665,2.09333709623622,2.4110272517232367,-1.5010075715357065,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
3804.289842,5,1,1.0,0.6116911967595419,0.44892487923304236,28.670867919921875,2d c++,117.44470977783203,105.80642318725586,21.790502548217773,28.670867919921875,90.61829376220703,,,,,,,,,,,,,,,,,,,,,
3804.289842,5,1,1.0,0.6118729703448859,0.44891867271471153,28.68757517943649,pye3d 0.3.0 real-time,117.47961030621808,105.80761483877538,21.58097051997471,28.68757517943649,93.1558875957367,4.54099459103272,1.0,,5.648684128948413,-3.8210252360588743,34.462683629594665,10.392304845413264,4.280602353625364,3.295607960823819,27.014067369036187,-0.13164373020936393,0.6847983486573417,-0.7167434338539435,2.27049729551636,0.8164693790705879,-1.7524410768191037,118.79803113540913,80.51720861087017,100.95830720234784,100.95830720234784,0.0
3804.293547,5,0,0.9074680805206299,0.5925683180491129,0.4034164945284525,31.496187210083008,2d c++,113.77311706542969,114.54403305053711,25.720802307128906,31.496187210083008,99.96184539794922,,,,,,,,,,,,,,,,,,,,,
3804.293547,5,0,0.9074680805206299,0.592328082868113,0.4033844640362262,31.525442831203467,pye3d 0.3.0 real-time,113.7269919106777,114.55018290504457,25.28165505411513,31.525442831203467,103.08554245939489,4.202326378281803,0.1,,2.8199339417628453,10.022325427306708,29.248649402029717,10.392304845413264,3.281628603837318,2.258954372251922,22.355398507092737,0.04442658957201835,-0.747030728075805,-0.6633033766305823,2.1011631891409017,2.4143806410967197,-1.5039184297890815,109.34690276368072,143.445426220619,118.69614770028238,118.69614770028238,0.0
