# timestamps [seconds],pts
2970.832750,0
2970.850939,1191
2970.876635,2875
2970.924456,6009
2970.985186,9989
2971.004839,11277
2971.029009,12861
2971.077044,16009
2971.104387,17801
2971.175951,22491
2971.206987,24525
2971.252153,27485
2971.282122,29449
2971.304399,30909
2971.333696,32829
2971.381823,35983
2971.411516,37929
2971.447100,40261
2971.464983,41433
2971.507036,44189
2971.531176,45771
2971.561815,47779
2971.656694,53997
2971.748705,60027
2971.801378,63479
2971.841509,66108
2971.864946,67644
2971.886889,69082
2971.929125,71850
2971.951342,73306
2971.971636,74636
2972.001574,76598
2972.034655,78766
2972.094469,82686
2972.117144,84172
2972.140398,85696
2972.186724,88732
2972.207872,90118
2972.227495,91404
2972.258532,93438
2972.288317,95390
2972.309954,96808
2972.420427,104048
2972.463060,106842
2972.505754,109640
2972.549028,112476
2972.616930,116926
2972.644976,118764
2972.699541,122340
2972.720232,123696
2972.751543,125748
2972.796892,128720
2972.820543,130270
2972.839159,131489
2972.881182,134243
2972.903246,135689
2972.925554,137151
2972.953722,138997
2973.026567,143771
2973.055407,145661
2973.078997,147207
2973.108171,149119
2973.143023,151403
2973.168230,153055
2973.208818,155715
2973.229876,157095
2973.253862,158667
2973.293627,161273
2973.317553,162841
2973.331957,163785
2973.369829,166267
2973.388506,167491
2973.410173,168911
2973.449877,171513
2973.470201,172845
2973.493700,174385
2973.539721,177401
2973.561846,178851
2973.589098,180637
2973.618517,182565
2973.681810,186713
2973.704454,188197
2973.727404,189701
2973.770769,192543
2973.794085,194071
2973.818773,195689
2973.863817,198640
2973.888414,200252
2973.914446,201958
2973.958178,204824
2973.986834,206702
2974.012224,208366
2974.058977,211430
2974.085131,213144
2974.110369,214798
2974.154253,217674
2974.180681,219406
2974.206652,221108
2974.239489,223260
2974.322618,228708
2974.348894,230430
2974.373278,232028
2974.412157,234576
2974.432238,235892
2974.452379,237212
2974.492968,239872
2974.512590,241158
2974.532793,242482
2974.569109,244862
2974.583391,245798
2974.601122,246960
2974.639788,249494
2974.660479,250850
2974.680773,252180
2974.722094,254888
2974.741320,256148
2974.762957,257566
2974.792162,259480
2974.872332,264733
2974.893023,266089
2974.914141,267473
2974.951097,269895
2974.973131,271339
2974.996294,272857
2975.034624,275369
2975.054430,276667
2975.078417,278239
2975.119829,280953
2975.143908,282531
2975.171312,284327
2975.214617,287165
2975.234758,288485
2975.256029,289879
2975.296831,292553
2975.316790,293861
2975.339190,295329
2975.380236,298019
2975.400530,299349
2975.425097,300959
2975.456133,302993
2975.534227,308111
2975.556902,309597
2975.579393,311071
2975.625231,314075
2975.647722,315549
2975.668200,316891
2975.708971,319563
2975.730211,320955
2975.753191,322461
2975.796556,325303
2975.816332,326599
2975.840319,328170
2975.882280,330920
2975.902758,332262
2975.923998,333654
2975.963091,336216
2975.983873,337578
2976.004961,338960
2976.047594,341754
2976.069933,343218
2976.093004,344730
2976.124407,346788
2976.196306,351500
2976.215837,352780
2976.239794,354350
2976.284868,357304
2976.309618,358926
2976.334246,360540
2976.372942,363076
2976.396746,364636
2976.421343,366248
2976.461718,368894
2976.484331,370376
2976.506426,371824
2976.544451,374316
2976.562548,375502
2976.585924,377034
2976.625750,379644
2976.646441,381000
2976.666552,382318
2976.694811,384170
2976.726244,386230
2976.748552,387692
2976.779558,389724
2976.858843,394919
2976.890215,396975
2976.938890,400165
2976.964586,401849
2977.032885,406325
2977.057451,407935
2977.086046,409809
2977.115282,411725
2977.152880,414189
2977.178789,415887
2977.209185,417879
2977.289598,423149
2977.316545,424915
2977.343920,426709
2977.386644,429509
2977.405535,430747
2977.429644,432327
2977.472033,435105
2977.493486,436511
2977.515520,437955
2977.557268,440691
2977.577166,441995
2977.599688,443471
2977.642351,446267
2977.662188,447567
2977.686052,449131
2977.727983,451879
2977.746599,453099
2977.767199,454449
2977.809893,457247
2977.830400,458591
2977.852098,460012
2977.882463,462002
2977.958879,467010
2977.980730,468442
2978.002581,469874
2978.032579,471840
2978.063189,473846
2978.084002,475210
2978.122606,477740
2978.146105,479280
2978.167925,480710
2978.208666,483380
2978.228167,484658
2978.249468,486054
2978.289934,488706
2978.309923,490016
2978.326403,491096
2978.364367,493584
2978.385149,494946
2978.406969,496376
2978.446245,498950
2978.465960,500242
2978.487047,501624
2978.519213,503732
2978.593309,508588
2978.616045,510078
2978.637774,511502
2978.671312,513700
2978.693163,515132
2978.713976,516496
2978.752123,518996
2978.771013,520234
2978.792437,521638
2978.831316,524186
2978.851213,525489
2978.873308,526937
2978.914507,529637
2978.936632,531087
2978.951189,532041
2978.988512,534487
2979.006762,535683
2979.029589,537179
2979.067980,539695
2979.086718,540923
2979.106462,542217
2979.133257,543973
2979.211626,549109
2979.235338,550663
2979.255327,551973
2979.287981,554113
2979.307726,555407
2979.329729,556849
2979.370714,559535
2979.390764,560849
2979.413347,562329
2979.445360,564427
2979.474077,566309
2979.496843,567801
2979.535357,570325
2979.554216,571561
2979.577898,573113
2979.616198,575623
2979.638567,577089
2979.659166,578439
2979.691881,580583
2979.772356,585857
2979.793169,587221
2979.814287,588605
2979.853899,591200
2979.875078,592588
2979.893694,593808
2979.930590,596226
2979.950762,597548
2979.971575,598912
2980.010271,601448
2980.029833,602730
2980.050432,604080
2980.088488,606574
2980.107683,607832
2980.126757,609082
2980.171862,612038
2980.193865,613480
2980.214891,614858
2980.245684,616876
2980.326189,622152
2980.347857,623572
2980.370409,625050
2980.412004,627776
2980.432909,629146
2980.455339,630616
2980.498003,633412
2980.517565,634694
2980.537676,636012
2980.578844,638710
2980.598589,640004
2980.620043,641410
2980.653002,643570
2980.681749,645454
2980.704912,646972
2980.750017,649928
2980.774614,651540
2980.798632,653114
2980.834337,655453
2980.857744,656987
2980.882402,658603
2980.912401,660569
2980.991350,665743
2981.019274,667573
2981.038225,668815
2981.077532,671391
2981.098192,672745
2981.119463,674139
2981.161882,676919
2981.182604,678277
2981.205126,679753
2981.246050,682435
2981.266985,683807
2981.288195,685197
2981.327990,687805
2981.348131,689125
2981.369341,690515
2981.410021,693181
2981.429522,694459
2981.451647,695909
2981.481859,697889
2981.559008,702945
2981.579638,704297
2981.600420,705659
2981.631731,707711
2981.663591,709799
2981.686571,711305
2981.727282,713973
2981.749102,715403
2981.771715,716885
2981.811815,719513
2981.831224,720785
2981.851915,722140
2981.906023,725686
2981.908648,725858
2981.929979,727256
2981.959978,729222
2982.036242,734220
2982.059191,735724
2982.081163,737164
2982.121904,739834
2982.142656,741194
2982.164995,742658
2982.205919,745340
2982.226976,746720
2982.248552,748134
2982.289873,750842
2982.309923,752156
2982.330828,753526
2982.370714,756140
2982.389910,757398
2982.412218,758860
2982.454546,761634
2982.475054,762978
2982.497972,764480
2982.537462,767068
2982.557817,768402
2982.579119,769798
2982.607317,771646
2982.684679,776716
2982.707567,778216
2982.729570,779658
2982.758287,781540
2982.788805,783540
2982.812029,785062
2982.851610,787655
2982.872149,789001
2982.893755,790417
2982.933519,793023
2982.952318,794255
2982.975054,795745
2983.011522,798135
2983.028826,799269
2983.049639,800633
2983.089708,803259
2983.108568,804495
2983.130999,805965
2983.174181,808795
2983.196489,810257
2983.218248,811683
2983.247911,813627
2983.319597,818325
2983.332903,819197
2983.350206,820331
2983.388323,822829
2983.407915,824113
2983.426989,825363
2983.466082,827925
2983.486223,829245
2983.507982,830671
2983.542040,832903
2983.572435,834895
2983.594072,836313
2983.635820,839049
2983.657122,840445
2983.670824,841343
2983.698717,843171
2983.728563,845127
2983.750200,846545
2983.789324,849109
2983.811083,850535
2983.831102,851847
2983.860491,853772
2983.936358,858744
2983.953447,859864
2983.970629,860990
2984.008715,863486
2984.029863,864872
2984.052355,866346
2984.092760,868994
2984.111925,870250
2984.133410,871658
2984.173265,874270
2984.194109,875636
2984.215624,877046
2984.255236,879642
2984.271898,880734
2984.294573,882220
2984.334490,884836
2984.351793,885970
2984.373034,887362
2984.404131,889400
2984.433886,891350
2984.456041,892802
2984.486650,894808
2984.564531,899912
2984.580095,900932
2984.595873,901966
2984.639849,904848
2984.658403,906064
2984.681597,907584
2984.723040,910300
2984.742296,911562
2984.765093,913056
2984.803698,915586
2984.827868,917170
2984.852831,918805
2984.888720,921157
2984.911608,922657
2984.933794,924111
2984.969713,926465
2984.989153,927739
2985.010485,929137
2985.052599,931897
2985.072069,933173
2985.093645,934587
2985.123430,936539
2985.197069,941365
2985.213793,942461
2985.235582,943889
2985.274035,946409
2985.292315,947607
2985.313646,949005
2985.344347,951017
2985.371508,952797
2985.392626,954181
2985.434923,956953
2985.454851,958259
2985.476793,959697
2985.512438,962033
2985.530870,963241
2985.552233,964641
2985.590685,967161
2985.609636,968403
2985.631884,969861
2985.660967,971767
2985.738268,976833
2985.762041,978391
2985.783159,979775
2985.822557,982357
