index,timestamp,label,duration,id,objectType,segmentLocation
55,28219.78667757138,Recording Ended,0.0,,,
334,28223.78877184018,Experiment Started,0.0,,,
334,28223.790774556244,Spawning,0.0,1,Obstacle,
398,28224.696452351654,Looking At,0.0,1,Obstacle,2
399,28224.706675740326,Looking At,0.0,1,Obstacle,2
400,28224.71808168515,Looking At,0.0,1,Obstacle,2
402,28224.74195024594,Looking At,0.0,1,Obstacle,2
402,28224.751734944428,Looking At,0.0,1,Obstacle,2
403,28224.762789937104,Looking At,0.0,1,Obstacle,2
403,28224.76942369565,Looking At,0.0,1,Obstacle,2
405,28224.794612141694,Looking At,0.0,1,Obstacle,2
406,28224.815230580414,Looking At,0.0,1,Obstacle,2
407,28224.827464314545,Looking At,0.0,1,Obstacle,2
408,28224.840575429047,Looking At,0.0,1,Obstacle,2
409,28224.855601521576,Looking At,0.0,1,Obstacle,2
410,28224.866648884858,Looking At,0.0,1,Obstacle,2
411,28224.881594868744,Looking At,0.0,1,Obstacle,2
412,28224.89132234677,Looking At,0.0,1,Obstacle,2
413,28224.90329668149,Looking At,0.0,1,Obstacle,2
413,28224.910907002533,Looking At,0.0,1,Obstacle,2
414,28224.932051869477,Looking At,0.0,1,Obstacle,2
416,28224.94870683774,Looking At,0.0,1,Obstacle,2
417,28224.962149830902,Looking At,0.0,1,Obstacle,2
418,28224.977843495453,Looking At,0.0,1,Obstacle,2
419,28224.98771211728,Looking At,0.0,1,Obstacle,2
420,28225.00207826718,Looking At,0.0,1,Obstacle,2
421,28225.018470021332,Looking At,0.0,1,Obstacle,2
421,28225.0273048602,Looking At,0.0,1,Obstacle,2
422,28225.036753865326,Looking At,0.0,1,Obstacle,2
422,28225.04926225766,Looking At,0.0,1,Obstacle,2
424,28225.082595082367,Looking At,0.0,1,Obstacle,2
424,28225.090163441742,Looking At,0.0,1,Obstacle,2
426,28225.106452199067,Looking At,0.0,1,Obstacle,2
427,28225.119593831147,Looking At,0.0,1,Obstacle,2
427,28225.131343098725,Looking At,0.0,1,Obstacle,2
428,28225.14646074399,Looking At,0.0,1,Obstacle,2
429,28225.161349507416,Looking At,0.0,1,Obstacle,2
429,28225.169551106537,Looking At,0.0,1,Obstacle,2
430,28225.18042680844,Looking At,0.0,1,Obstacle,2
431,28225.18995973691,Looking At,0.0,1,Obstacle,2
431,28225.205241414154,Looking At,0.0,1,Obstacle,2
432,28225.219508381928,Looking At,0.0,1,Obstacle,2
433,28225.228549214447,Looking At,0.0,1,Obstacle,2
434,28225.242514821137,Looking At,0.0,1,Obstacle,2
435,28225.259185048188,Looking At,0.0,1,Obstacle,2
437,28225.27226564511,Looking At,0.0,1,Obstacle,2
438,28225.28911897763,Looking At,0.0,1,Obstacle,2
439,28225.29785463437,Looking At,0.0,1,Obstacle,2
439,28225.298361989106,Spawning,0.0,2,Obstacle,
440,28225.30876466855,Looking At,0.0,1,Obstacle,2
440,28225.322314473236,Looking At,0.0,1,Obstacle,2
445,28225.413874837006,Intercepted,0.0,1,Obstacle,
