Object ID,Object Speed,Interception,Recent Saccade,Time to Contact,Smoothed Recent Saccade,Smoothed Time to Contact
1,13.0,4.8045654296875,4.656076431274414,0.14848899841308594,4.588030576705933,0.21653485298156738
2,10.0,5.8095703125,5.61397647857666,0.19559383392333984,5.577631950378418,0.23193836212158203
3,17.0,6.24078369140625,6.239292860031128,0.0014908313751220703,6.1639978885650635,0.07678580284118652
4,14.0,7.166778564453125,7.140164375305176,0.02661418914794922,7.164541482925415,0.002237081527709961
5,16.0,7.89019775390625,7.8079915046691895,0.08220624923706055,7.8079915046691895,0.08220624923706055
6,14.0,8.77020263671875,8.752054452896118,0.018148183822631836,8.729328393936157,0.04087424278259277
7,12.0,,,,,
8,11.0,10.580108642578125,10.576555490493774,0.003553152084350586,10.576555490493774,0.003553152084350586
9,15.0,11.128692626953125,11.114059448242188,0.0146331787109375,11.094153881072998,0.03453874588012695
10,19.0,11.815643310546875,11.81404995918274,0.0015933513641357422,11.804702520370483,0.010940790176391602
11,17.0,12.70989990234375,12.687920570373535,0.021979331970214844,12.687920570373535,0.021979331970214844
12,12.0,13.711639404296875,13.708157539367676,0.0034818649291992188,13.708157539367676,0.0034818649291992188
13,19.0,14.21630859375,14.210069417953491,0.006239175796508789,14.04604196548462,0.17026662826538086
14,17.0,15.136962890625,15.136286497116089,0.0006763935089111328,15.136286497116089,0.0006763935089111328
15,14.0,16.030364990234375,15.9989173412323,0.031447649002075195,15.885271549224854,0.14509344100952148
16,11.0,17.022918701171875,17.016169548034668,0.006749153137207031,16.94817543029785,0.07474327087402344
17,16.0,17.529998779296875,17.529927968978882,7.081031799316406e-05,17.529927968978882,7.081031799316406e-05
18,17.0,18.344146728515625,18.343929529190063,0.00021719932556152344,18.288116455078125,0.0560302734375
19,16.0,19.144439697265625,19.127967357635498,0.016472339630126953,19.120039463043213,0.02440023422241211
20,19.0,19.903411865234375,19.89625334739685,0.007158517837524414,19.89625334739685,0.007158517837524414
21,12.0,20.975494384765625,20.95206046104431,0.023433923721313477,20.944281578063965,0.031212806701660156
22,15.0,21.567352294921875,21.563913345336914,0.0034389495849609375,21.563913345336914,0.0034389495849609375
23,14.0,22.474456787109375,22.40411138534546,0.07034540176391602,22.40411138534546,0.07034540176391602
24,18.0,23.102752685546875,23.099179983139038,0.003572702407836914,23.099179983139038,0.003572702407836914
25,14.0,24.098175048828125,23.980006456375122,0.11816859245300293,23.980006456375122,0.11816859245300293
26,17.0,24.743743896484375,24.740113496780396,0.003630399703979492,24.70809245109558,0.035651445388793945
27,11.0,25.818756103515625,25.73786449432373,0.08089160919189453,25.64024257659912,0.1785135269165039
28,12.0,26.590240478515625,26.588090896606445,0.0021495819091796875,26.572847366333008,0.017393112182617188
29,13.0,27.408843994140625,27.401036500930786,0.007807493209838867,27.401036500930786,0.007807493209838867
30,13.0,28.175689697265625,28.156070470809937,0.019619226455688477,28.16404438018799,0.011645317077636719
31,18.0,28.794464111328125,28.790051460266113,0.004412651062011719,28.754026889801025,0.04043722152709961
32,16.0,29.657623291015625,29.652149438858032,0.0054738521575927734,29.652149438858032,0.0054738521575927734
33,13.0,30.636444091796875,30.445491552352905,0.19095253944396973,30.485944509506226,0.15049958229064941
34,12.0,31.430145263671875,31.42394757270813,0.006197690963745117,31.3760244846344,0.054120779037475586
35,15.0,32.072784423828125,32.0720534324646,0.0007309913635253906,32.0720534324646,0.0007309913635253906
36,14.0,32.946197509765625,32.91395854949951,0.03223896026611328,32.89882802963257,0.04736948013305664
37,10.0,34.118072509765625,34.056018352508545,0.06205415725708008,33.991976499557495,0.12609601020812988
38,14.0,34.558746337890625,34.556071043014526,0.002675294876098633,34.539979457855225,0.01876688003540039
39,13.0,35.351409912109375,35.348806381225586,0.0026035308837890625,35.01771950721741,0.3336904048919678
40,12.0,36.293182373046875,36.26793646812439,0.02524590492248535,36.26793646812439,0.02524590492248535
41,17.0,36.874176025390625,36.86804389953613,0.0061321258544921875,36.76211857795715,0.11205744743347168
42,14.0,,,,,
43,11.0,38.786529541015625,38.56860136985779,0.21792817115783691,38.57946538925171,0.20706415176391602
44,12.0,39.531829833984375,39.51277136802673,0.0190584659576416,39.51277136802673,0.0190584659576416
45,16.0,40.162994384765625,40.14806842803955,0.014925956726074219,40.14806842803955,0.014925956726074219
46,14.0,41.014923095703125,40.987908363342285,0.027014732360839844,40.9963755607605,0.018547534942626953
47,19.0,41.624298095703125,41.583953857421875,0.04034423828125,41.494158029556274,0.13014006614685059
48,13.0,42.692169189453125,42.676947355270386,0.015221834182739258,42.6080265045166,0.08414268493652344
49,18.0,43.345001220703125,43.3421049118042,0.0028963088989257812,43.3421049118042,0.0028963088989257812
50,19.0,,,,,
