time,norm_pos_x,norm_pos_y,angular_distance,angular_velocity,movement_type,smoothed_norm_pos_x,smoothed_norm_pos_y,smoothed_angular_distance,smoothed_angular_velocity,smoothed_movement_type
0.040253639221191406,0.4796562694280018,0.5255962541751862,0.8310663333646743,0.12932218122037517,Fixation,0.4795513602768177,0.5265080634163674,0.832038201646991,0.01566060251567283,Fixation
0.044504642486572266,0.4799647093707512,0.5253106536774933,0.8304755898208102,-0.1389656763322196,Fixation,0.4795513602768177,0.5262308828218686,0.8317760451707455,-0.061669318953584365,Fixation
0.04819202423095703,0.4811700238788446,0.5246884533204568,0.8286361610458896,-0.4988441399433977,Fixation,0.4797513053637077,0.5257882155208351,0.8311495072825835,-0.1699140288678094,Fixation
0.05189871788024902,0.4802071731264016,0.5261168578746429,0.830987727563062,0.6344108091106117,Fixation,0.47990552533508235,0.5260485173705635,0.8312359139768362,0.02331098882939599,Fixation
0.055999040603637695,0.4800868625557064,0.5270357216371822,0.8319812660474779,0.2423073868670407,Fixation,0.4800209314252216,0.5260485173705635,0.8311161936234032,-0.02919778795705456,Fixation
0.06017899513244629,0.4797160087595632,0.5252497210909814,0.830675918531707,-0.31228749183140025,Fixation,0.4800209314252216,0.5258565560249145,0.8309344636925372,-0.04347653296548119,Fixation
0.06405067443847656,0.4781978869550684,0.5265407706402263,0.8334759692857062,0.7232135031530311,Fixation,0.4800209314252216,0.5258565560249145,0.8309344636925372,0.0,Fixation
0.06794905662536621,0.479338757880666,0.5258042743741612,0.8315930414839461,-0.4830023613622255,Fixation,0.47990552533508235,0.5257002642746738,0.8309061763076772,-0.00725618564418327,Fixation
0.0718832015991211,0.4802360284046376,0.5263083944186688,0.8311390459498798,-0.11539878095367254,Fixation,0.47990552533508235,0.5257002642746738,0.8309061763076772,0.0,Fixation
0.07581973075866699,0.4802887923836673,0.5259124154842406,0.8307095731035123,-0.10909936874872511,Fixation,0.48002578596322876,0.5258583449292009,0.8309311219740151,0.006336969784012814,Fixation
0.0798196792602539,0.480349127803592,0.5256127932064054,0.8303632408765595,-0.086584171475056,Fixation,0.48014701784105396,0.5258583449292009,0.830805383229692,-0.03143509079509517,Fixation
0.08377957344055176,0.4808186469649264,0.525072157244332,0.8293641607757661,-0.2522996967353978,Fixation,0.48022160076551956,0.5258583449292009,0.8307280419829616,-0.019531139775206072,Fixation
0.08989500999450684,0.4816726714879779,0.5257488742782055,0.8291217781729471,-0.03963455440679867,Fixation,0.48022160076551956,0.5258583449292009,0.8307280419829616,0.0,Fixation
0.09400367736816406,0.4828155454975268,0.5261753724872369,0.8283451955555766,-0.18901082680713643,Fixation,0.4802624103941524,0.5258583449292009,0.8306857277036633,-0.010298784362427945,Fixation
0.09789252281188965,0.4822593991386781,0.5245141881184366,0.8273440435643411,-0.2574419595026111,Fixation,0.4803189600936296,0.5257765743261833,0.8305496600908723,-0.03498920560357943,Fixation
0.10181355476379395,0.4827939582280632,0.5226104692638947,0.8249799615449401,-0.6029234263834105,Fixation,0.48058388738425917,0.5257765743261833,0.8302750700147427,-0.07003005318440815,Fixation
0.1058495044708252,0.4839632001762254,0.5223295300404427,0.8235061163294521,-0.36517928182314147,Fixation,0.4812456592264521,0.5256808337423055,0.8294990624452169,-0.19227384527955277,Fixation
0.10985207557678223,0.4850507526566733,0.5230810763669984,0.8231038464263655,-0.10050287488658799,Fixation,0.481966035313328,0.5253424752253687,0.8284332992055317,-0.2662696580453091,Fixation
0.11401510238647461,0.485454066760858,0.5228323813755491,0.822452322139688,-0.15650254405294517,Fixation,0.4825266786833706,0.5247931726813844,0.827332922736432,-0.2643212545587646,Fixation
0.11820769309997559,0.4847567026861911,0.5243774885303427,0.8246401653954686,0.5218356394139059,Fixation,0.48280475186279503,0.5244458383243897,0.8267159726415395,-0.14715247374512033,Fixation
0.1221015453338623,0.4852488617985459,0.5236024251469356,0.8233969273577285,-0.31928228475663245,Fixation,0.4833893728368761,0.5239899568386391,0.8256795361406587,-0.2661725300875819,Fixation
0.12595653533935547,0.4836583142084453,0.5211253879692184,0.8226695908976357,-0.18867401966189346,Fixation,0.48381075719233535,0.523341750756967,0.8246282817194808,-0.27269964894330295,Fixation
0.12995505332946777,0.4831586437161536,0.5210998691326427,0.8231605408365822,0.12278297613279096,Fixation,0.48381075719233535,0.5229567288712738,0.8242614184812138,-0.09174980309558463,Fixation
0.13394713401794434,0.4841021697065237,0.519118995758902,0.8202883921084521,-0.7194615921518824,Fixation,0.4840326849413745,0.5227214253197219,0.8238084481285587,-0.11346723375673665,Fixation
0.13786911964416504,0.4847865650624866,0.518695190459312,0.8191762845085603,-0.2835572859973542,Fixation,0.48442943619635737,0.5224699996521687,0.8231601075263644,-0.16530927544960747,Fixation
0.14178752899169922,0.4854990620895133,0.5189041709394766,0.8186445718374198,-0.13569605010132393,Fixation,0.48477163387433886,0.5217274590048305,0.822098873263367,-0.2708329245042377,Fixation
0.1458735466003418,0.4868761386298309,0.5190127481331819,0.8173357686557672,-0.32031266308894013,Fixation,0.48491865885957997,0.5211126285509305,0.8213596354246843,-0.18091890674163438,Fixation
0.14995718002319336,0.4866673662099826,0.5185088434339966,0.8170650818234688,-0.06628578137881516,Fixation,0.48501771343051625,0.5201094324457723,0.8202967051769674,-0.260290319343755,Fixation
0.15438222885131836,0.4860220837729033,0.5197281486312992,0.8188989803370936,0.41443576892729495,Fixation,0.48501771343051625,0.5194235721951006,0.8196385041574231,-0.14874435178225495,Fixation
