# timestamps [seconds],pts
106841.890133,0
106841.897472,480
106841.930546,2648
106841.947903,3785
106841.966335,4993
106842.000942,7261
106842.001652,7308
106842.010052,7858
106842.035259,9510
106842.081959,12571
106842.098690,13667
106842.108807,14330
106842.119656,15041
106842.136906,16172
106842.144550,16673
106842.145756,16752
106842.166103,18085
106842.183529,19227
106842.205677,20679
106842.224239,21895
106842.254353,23869
106842.293537,26437
106842.294643,26509
106842.303097,27063
106842.322056,28306
106842.330311,28847
106842.339504,29449
106842.366535,31221
106842.368801,31369
106842.379543,32073
106842.407681,33917
106842.417042,34530
106842.442966,36229
106842.460079,37351
106842.490597,39351
106842.491619,39418
106842.502476,40129
106842.520802,41330
106842.530743,41982
106842.540501,42621
106842.566013,44293
106842.567356,44381
106842.585979,45602
106842.605480,46880
106842.613796,47425
106842.615543,47539
106842.633205,48697
106842.652462,49959
106842.688007,52288
106842.697590,52916
106842.722790,54568
106842.723484,54613
106842.741589,55800
106842.767742,57514
106842.790188,58985
106842.798611,59537
106842.799282,59581
106842.828487,61495
106842.829151,61538
106842.840748,62298
106842.858639,63471
106842.868992,64149
106842.878803,64792
106842.908566,66742
106842.928570,68053
106842.936573,68578
106842.962811,70297
106842.963696,70355
106842.971699,70880
106842.989353,72037
106842.997700,72584
106843.006481,73159
106843.024448,74337
106843.033680,74942
106843.043156,75563
106843.068409,77218
106843.069523,77291
106843.088261,78519
106843.112339,80097
106843.113133,80149
106843.131763,81370
106843.159153,83165
106843.182491,84694
106843.191204,85265
106843.191631,85293
106843.217274,86974
106843.227390,87637
106843.236813,88254
106843.260113,89781
106843.260769,89824
106843.268971,90362
106843.294064,92006
106843.303005,92592
106843.321583,93810
106843.339565,94988
106843.355221,96014
106843.366482,96752
106843.380512,97672
106843.413036,99803
106843.413570,99838
106843.433811,101164
106843.455807,102606
106843.467190,103352
106843.478359,104084
106843.502789,105685
106843.503559,105735
106843.523098,107016
106843.541744,108238
106843.549084,108719
106843.568050,109962
106843.583683,110986
106843.600933,112117
106843.612652,112885
106843.626690,113805
106843.657002,115791
106843.657864,115848
106843.680660,117342
106843.702580,118778
106843.713123,119469
106843.724873,120239
106843.743313,121448
106843.752338,122039
106843.760616,122582
106843.785282,124198
106843.786312,124266
106843.796192,124913
106843.823002,126670
106843.832417,127287
106843.858662,129007
106843.876583,130182
106843.884274,130686
106843.911350,132460
106843.912716,132549
106843.923420,133251
106843.949108,134934
106843.958492,135549
106843.981060,137028
106843.992619,137786
106844.003849,138522
106844.014942,139249
106844.033192,140445
106844.042095,141028
106844.043293,141107
106844.070515,142891
106844.071056,142926
106844.081829,143632
106844.108295,145367
106844.130848,146845
106844.140583,147483
106844.141186,147522
106844.168255,149296
106844.169659,149388
106844.179958,150063
106844.206654,151813
106844.215389,152385
106844.237804,153854
106844.255123,154989
106844.263607,155545
106844.273411,156188
106844.288555,157180
106844.311893,158710
106844.320080,159246
106844.320744,159290
106844.348858,161132
106844.349415,161169
106844.358028,161733
106844.376339,162933
106844.393772,164075
106844.416447,165561
106844.428387,166344
106844.438999,167039
106844.450611,167800
106844.467747,168923
106844.476627,169505
106844.484638,170030
106844.500576,171075
106844.523869,172601
106844.532078,173139
106844.532986,173199
106844.560230,174984
106844.571560,175727
106844.588009,176805
106844.595089,177269
106844.603725,177835
106844.621685,179012
106844.629627,179532
106844.640286,180231
106844.664906,181844
106844.684711,183142
106844.694584,183789
106844.712551,184967
106844.720722,185502
106844.744183,187040
106844.744679,187072
106844.762440,188236
106844.787540,189881
106844.787937,189907
106844.807903,191216
106844.830524,192698
106844.841137,193394
106844.853695,194217
106844.874126,195556
106844.886051,196337
106844.896740,197037
106844.913013,198104
106844.921009,198628
106844.930210,199231
106844.947445,200360
106844.972622,202010
106844.980068,202498
106844.981144,202569
106845.009808,204447
106845.019909,205109
106845.053677,207322
106845.069042,208329
106845.077442,208880
106845.086422,209468
106845.104351,210643
106845.112545,211180
106845.120693,211714
106845.137531,212818
106845.153736,213880
106845.164997,214618
106845.192661,216431
106845.214771,217880
106845.222179,218365
106845.222660,218397
106845.245884,219919
106845.265804,221224
106845.288227,222694
106845.305332,223815
106845.313496,224350
106845.322323,224928
106845.340855,226143
106845.348934,226672
106845.365955,227788
106845.382511,228873
106845.399448,229982
106845.411022,230741
106845.427242,231804
106845.455013,233624
106845.455654,233666
106845.477703,235111
106845.500500,236605
106845.512394,237384
106845.523907,238139
106845.541042,239262
106845.550190,239861
106845.550655,239892
106845.576359,241576
106845.577007,241619
106845.586132,242217
106845.613018,243979
106845.631786,245209
106845.656460,246826
106845.672550,247880
106845.689755,249008
106845.701221,249759
106845.719280,250943
106845.727894,251507
106845.745884,252686
106845.761898,253736
106845.770458,254297
106845.790600,255617
106845.802197,256377
106845.824276,257824
106845.835178,258538
106845.848545,259414
106845.857243,259984
106845.869053,260758
106845.887859,261991
106845.896061,262528
106845.913288,263657
106845.928463,264651
106845.951229,266143
106845.959255,266669
106845.980221,268043
106845.999218,269288
106846.008778,269915
106846.009625,269970
106846.028767,271225
106846.036495,271731
106846.047817,272473
106846.071270,274010
106846.081791,274700
106846.091915,275363
106846.107754,276401
106846.136936,278314
106846.137997,278383
106846.162457,279986
106846.162998,280022
106846.181126,281210
106846.199459,282411
106846.209194,283049
106846.211384,283193
106846.230587,284451
106846.239780,285054
106846.249050,285661
106846.272633,287207
106846.282108,287828
106846.293217,288556
106846.308758,289574
106846.333912,291223
106846.341229,291702
106846.341755,291737
106846.369968,293586
106846.380009,294244
106846.397076,295362
106846.416035,296604
106846.438320,298065
106846.455784,299209
106846.465466,299844
106846.466328,299900
106846.491207,301531
106846.491772,301568
106846.502026,302240
106846.528774,303993
106846.545612,305096
106846.553860,305637
106846.576954,307150
106846.577526,307188
106846.594807,308320
106846.617497,309807
106846.628803,310548
106846.640194,311295
106846.659596,312566
106846.667072,313056
106846.667957,313114
106846.696064,314956
106846.706043,315610
106846.728573,317087
106846.745846,318219
106846.755123,318827
106846.764332,319430
106846.782620,320629
106846.792835,321298
106846.808826,322346
106846.832432,323893
106846.844097,324658
106846.866528,326128
106846.878323,326901
106846.889454,327630
106846.897778,328175
106846.925640,330001
106846.926998,330090
106846.938290,330830
106846.957142,332066
106846.965099,332587
106846.974606,333210
106847.002605,335045
106847.023411,336409
106847.024525,336482
106847.043278,337711
106847.054684,338458
106847.073109,339666
106847.090214,340787
106847.098904,341356
106847.108555,341989
106847.133122,343599
106847.134777,343707
106847.153118,344909
106847.179356,346629
106847.180019,346672
106847.197681,347830
106847.224911,349614
106847.244717,350912
106847.253552,351491
106847.254124,351529
106847.280796,353277
106847.281704,353336
106847.300427,354563
106847.318859,355771
106847.327320,356326
106847.337231,356975
106847.356457,358235
106847.357090,358277
106847.377049,359585
106847.400921,361149
106847.401600,361193
106847.421284,362483
106847.446880,364161
106847.464909,365342
106847.474331,365960
106847.492901,367177
106847.502346,367796
106847.510250,368314
106847.544239,370541
106847.555790,371298
106847.577206,372702
106847.594837,373857
106847.602840,374382
106847.611836,374971
106847.630390,376187
106847.640423,376845
106847.649876,377464
106847.671696,378894
106847.683224,379650
106847.701458,380845
106847.714756,381716
106847.744938,383694
106847.746075,383769
106847.767689,385185
106847.793354,386867
106847.804409,387592
106847.804958,387628
106847.827602,389112
106847.838039,389796
106847.848972,390512
106847.879948,392542
106847.880627,392587
106847.892544,393367
106847.927937,395687
106847.946804,396923
106847.957172,397603
106847.983402,399322
106847.984707,399407
106848.004147,400681
106848.004780,400723
106848.036068,402773
106848.037167,402845
106848.065853,404725
106848.066380,404760
106848.076199,405403
106848.104710,407272
106848.123104,408477
106848.132908,409120
106848.154453,410532
106848.163242,411108
106848.171818,411670
106848.197155,413330
106848.221127,414901
106848.229870,415474
106848.230473,415514
106848.250881,416851
106848.261509,417548
106848.284870,419079
106848.288853,419340
106848.304089,420338
106848.315495,421086
106848.334621,422339
106848.342670,422867
106848.359760,423987
106848.371616,424764
106848.381763,425429
106848.393787,426216
106848.411289,427363
106848.437473,429079
106848.438381,429139
106848.449467,429865
106848.467114,431022
106848.477436,431698
106848.490452,432551
106848.512707,434010
106848.522495,434651
106848.533207,435353
106848.553982,436715
106848.564884,437429
106848.574169,438038
106848.601078,439801
106848.602619,439902
106848.611431,440480
106848.637234,442171
106848.657658,443509
106848.665134,443999
106848.683506,445203
106848.701969,446413
106848.711155,447015
106848.711819,447059
106848.740910,448965
106848.741718,449018
106848.752171,449703
106848.780964,451590
106848.781887,451651
106848.793041,452382
106848.814205,453769
106848.822689,454325
106848.833767,455051
106848.860470,456801
106848.873318,457643
106848.883312,458298
106848.901417,459484
106848.933674,461598
106848.944286,462293
106848.961681,463433
106848.979542,464604
106848.988979,465222
106849.012112,466738
106849.021229,467336
106849.041233,468647
106849.042103,468704
106849.071888,470656
106849.073017,470730
106849.085346,471538
106849.102108,472636
106849.130299,474484
106849.140408,475146
106849.151394,475866
106849.171696,477197
106849.180264,477758
106849.189053,478334
106849.217251,480182
106849.227078,480826
106849.237652,481519
106849.258747,482902
106849.269672,483618
106849.291683,485060
106849.292347,485104
106849.315006,486589
106849.325581,487282
106849.353886,489137
106849.369961,490190
106849.381046,490917
106849.398197,492040
106849.417988,493337
106849.427021,493929
106849.441601,494885
106849.460964,496154
106849.468937,496676
106849.487721,497907
106849.512661,499542
106849.522953,500216
106849.532917,500869
106849.562962,502838
106849.587963,504477
106849.589275,504563
106849.600491,505298
106849.626087,506975
106849.646000,508280
106849.664166,509471
106849.665577,509563
106849.685833,510891
106849.705997,512212
106849.715954,512865
106849.723827,513381
106849.755672,515468
106849.780193,517075
106849.791203,517796
106849.809872,519020
106849.829517,520307
106849.840221,521009
106849.849430,521612
106849.876125,523362
106849.876812,523407
106849.887325,524096
106849.905460,525284
106849.916302,525994
106849.927593,526734
106849.945751,527924
106849.955265,528548
106849.963024,529056
106849.980473,530200
106850.004208,531755
106850.013958,532394
106850.033985,533707
106850.055676,535128
106850.066586,535843
106850.077366,536550
106850.098728,537950
106850.110645,538731
106850.120976,539408
106850.143383,540876
106850.154469,541603
106850.164211,542241
106850.183384,543498
106850.209606,545216
106850.219837,545887
106850.236507,546979
106850.256619,548297
106850.267849,549033
106850.278637,549740
106850.297741,550992
106850.309330,551752
106850.318287,552339
106850.345203,554103
106850.345821,554143
106850.355686,554790
106850.381763,556499
106850.392735,557217
106850.415150,558686
106850.431332,559747
106850.457607,561469
106850.458660,561538
106850.469311,562236
106850.490170,563603
106850.502628,564419
106850.513073,565104
106850.533474,566441
106850.549587,567497
106850.571301,568920
106850.590092,570151
106850.599262,570752
106850.600414,570828
106850.622829,572297
106850.635540,573130
106850.650471,574108
106850.667660,575235
106850.692646,576872
106850.704166,577627
106850.715733,578385
106850.735142,579657
106850.743504,580205
106850.760967,581350
106850.777523,582435
106850.787487,583088
106850.799473,583873
106850.818211,585101
106850.829418,585836
106850.830265,585891
106850.851749,587299
106850.863758,588086
106850.872700,588672
106850.902515,590626
106850.924686,592079
106850.925152,592109
106850.933811,592677
106850.963108,594597
