index,timestamp,label,duration,ObjectSpeed,id,objectType,segmentLocation
60,107686.01764885138,Recording Ended,0.0,,,,
346,107690.0163671131,Experiment Started,0.0,,,,
346,107690.0170690174,Spawning,0.0,17.0,1,Obstacle,
359,107690.21128288459,Looking At,0.0,,1,Obstacle,3
360,107690.22950187873,Looking At,0.0,,1,Obstacle,3
361,107690.2380468006,Looking At,0.0,,1,Obstacle,3
361,107690.2468358631,Looking At,0.0,,1,Obstacle,3
362,107690.25922599982,Looking At,0.0,,1,Obstacle,3
371,107690.3781224842,Looking At,0.0,,1,Obstacle,3
372,107690.39716545295,Looking At,0.0,,1,Obstacle,3
373,107690.40625969123,Looking At,0.0,,1,Obstacle,3
377,107690.48087516974,Looking At,0.0,,1,Obstacle,3
378,107690.4892980213,Looking At,0.0,,1,Obstacle,3
379,107690.50086418341,Looking At,0.0,,1,Obstacle,3
380,107690.52344719123,Looking At,0.0,,1,Obstacle,3
381,107690.53309074591,Looking At,0.0,,1,Obstacle,3
381,107690.54072014045,Looking At,0.0,,1,Obstacle,3
400,107690.81955925177,Spawning,0.0,19.0,2,Obstacle,
454,107691.6261693592,Spawning,0.0,10.0,3,Obstacle,
503,107692.3373815174,Looking At,0.0,,3,Obstacle,2
504,107692.3491002674,Looking At,0.0,,3,Obstacle,2
504,107692.35721794318,Looking At,0.0,,3,Obstacle,2
506,107692.38099113654,Looking At,0.0,,3,Obstacle,2
506,107692.38962761115,Looking At,0.0,,3,Obstacle,2
509,107692.41367546271,Looking At,0.0,,3,Obstacle,2
509,107692.42658439826,Looking At,0.0,,3,Obstacle,2
510,107692.43696037482,Looking At,0.0,,3,Obstacle,2
510,107692.43778434943,Spawning,0.0,10.0,4,Obstacle,
512,107692.46836296271,Looking At,0.0,,3,Obstacle,2
513,107692.48035637091,Looking At,0.0,,3,Obstacle,2
525,107692.66956535529,Intercepted,0.0,,3,Obstacle,
549,107693.02863517951,Looking At,0.0,,4,Obstacle,2
550,107693.04081169318,Looking At,0.0,,4,Obstacle,2
551,107693.0625402088,Looking At,0.0,,4,Obstacle,2
552,107693.07236686896,Looking At,0.0,,4,Obstacle,2
553,107693.08390251349,Looking At,0.0,,4,Obstacle,2
555,107693.11033073615,Looking At,0.0,,4,Obstacle,2
556,107693.12983146857,Looking At,0.0,,4,Obstacle,2
556,107693.13916984748,Looking At,0.0,,4,Obstacle,2
557,107693.15403190802,Looking At,0.0,,4,Obstacle,2
558,107693.17228141974,Looking At,0.0,,4,Obstacle,2
564,107693.25150505255,Spawning,0.0,16.0,5,Obstacle,
578,107693.46131340216,Intercepted,0.0,,4,Obstacle,
609,107693.93720451545,Intercepted,0.0,,5,Obstacle,
618,107694.06318107795,Spawning,0.0,15.0,6,Obstacle,
666,107694.73392692755,Intercepted,0.0,,6,Obstacle,
674,107694.87333122443,Spawning,0.0,13.0,7,Obstacle,
731,107695.67829338263,Spawning,0.0,18.0,8,Obstacle,
733,107695.7019139881,Intercepted,0.0,,7,Obstacle,
770,107696.25934807013,Intercepted,0.0,,8,Obstacle,
785,107696.47876945685,Spawning,0.0,17.0,9,Obstacle,
797,107696.65879265021,Looking At,0.0,,9,Obstacle,4
813,107696.9089452381,Looking At,0.0,,9,Obstacle,4
815,107696.92417350959,Looking At,0.0,,9,Obstacle,4
826,107697.06272331427,Intercepted,0.0,,9,Obstacle,
839,107697.28278557013,Spawning,0.0,19.0,10,Obstacle,
864,107697.64493766974,Looking At,0.0,,10,Obstacle,4
865,107697.67139640998,Looking At,0.0,,10,Obstacle,4
866,107697.68097892951,Looking At,0.0,,10,Obstacle,4
867,107697.69080558966,Looking At,0.0,,10,Obstacle,4
867,107697.70380607795,Looking At,0.0,,10,Obstacle,4
877,107697.86103264045,Intercepted,0.0,,10,Obstacle,
893,107698.09025016974,Spawning,0.0,17.0,11,Obstacle,
922,107698.5089818592,Looking At,0.0,,11,Obstacle,3
923,107698.52494255255,Looking At,0.0,,11,Obstacle,3
924,107698.53455558966,Looking At,0.0,,11,Obstacle,3
924,107698.55164543341,Looking At,0.0,,11,Obstacle,3
925,107698.56827751349,Looking At,0.0,,11,Obstacle,3
927,107698.58408561896,Looking At,0.0,,11,Obstacle,3
938,107698.75364128302,Intercepted,0.0,,11,Obstacle,
948,107698.89621940802,Spawning,0.0,19.0,12,Obstacle,
988,107699.4782811756,Intercepted,0.0,,12,Obstacle,
1005,107699.70691887091,Spawning,0.0,11.0,13,Obstacle,
1023,107699.94886223029,Looking At,0.0,,13,Obstacle,3
1024,107699.95740715216,Looking At,0.0,,13,Obstacle,3
1024,107699.9711705799,Looking At,0.0,,13,Obstacle,3
1026,107700.00153557013,Looking At,0.0,,13,Obstacle,3
1027,107700.0207006092,Looking At,0.0,,13,Obstacle,3
1036,107700.15580192755,Looking At,0.0,,13,Obstacle,3
1036,107700.16767326545,Looking At,0.0,,13,Obstacle,3
1046,107700.3037511463,Looking At,0.0,,13,Obstacle,3
1046,107700.31354728888,Looking At,0.0,,13,Obstacle,3
1047,107700.32404533576,Looking At,0.0,,13,Obstacle,3
1048,107700.33478752326,Looking At,0.0,,13,Obstacle,3
1048,107700.34879509162,Looking At,0.0,,13,Obstacle,3
1049,107700.35865226935,Looking At,0.0,,13,Obstacle,3
1050,107700.36881462287,Looking At,0.0,,13,Obstacle,3
1051,107700.37882438849,Looking At,0.0,,13,Obstacle,3
1051,107700.39365593146,Looking At,0.0,,13,Obstacle,3
1060,107700.5297643299,Spawning,0.0,18.0,14,Obstacle,
1068,107700.63865104865,Intercepted,0.0,,13,Obstacle,
1086,107700.90033928107,Looking At,0.0,,14,Obstacle,3
1087,107700.91028801154,Looking At,0.0,,14,Obstacle,3
1087,107700.91950432013,Looking At,0.0,,14,Obstacle,3
1098,107701.09858146857,Intercepted,0.0,,14,Obstacle,
1115,107701.3454686756,Spawning,0.0,17.0,15,Obstacle,
1148,107701.82251945685,Looking At,0.0,,15,Obstacle,1
1158,107702.00583854865,Intercepted,0.0,,15,Obstacle,
1168,107702.1486302967,Spawning,0.0,10.0,16,Obstacle,
1216,107702.8054296131,Looking At,0.0,,16,Obstacle,4
1216,107702.8136693592,Looking At,0.0,,16,Obstacle,4
1217,107702.8266393299,Looking At,0.0,,16,Obstacle,4
1218,107702.84171501349,Looking At,0.0,,16,Obstacle,4
1226,107702.95304313849,Spawning,0.0,10.0,17,Obstacle,
1237,107703.13556877326,Intercepted,0.0,,16,Obstacle,
1263,107703.47736564826,Looking At,0.0,,17,Obstacle,4
1264,107703.48740593146,Looking At,0.0,,17,Obstacle,4
1264,107703.49979606818,Looking At,0.0,,17,Obstacle,4
1275,107703.66092888068,Looking At,0.0,,17,Obstacle,4
1277,107703.68073478888,Looking At,0.0,,17,Obstacle,4
1278,107703.69431511115,Looking At,0.0,,17,Obstacle,4
1279,107703.71122184943,Looking At,0.0,,17,Obstacle,4
1280,107703.71955314826,Looking At,0.0,,17,Obstacle,4
1281,107703.73145500373,Looking At,0.0,,17,Obstacle,4
1282,107703.75461784552,Looking At,0.0,,17,Obstacle,4
1283,107703.76770988654,Looking At,0.0,,17,Obstacle,4
1283,107703.76807609748,Spawning,0.0,17.0,18,Obstacle,
1284,107703.78907219123,Looking At,0.0,,17,Obstacle,4
1285,107703.79978386115,Looking At,0.0,,17,Obstacle,4
1292,107703.91849724005,Intercepted,0.0,,17,Obstacle,
1325,107704.39252678107,Intercepted,0.0,,18,Obstacle,
1337,107704.57062736701,Spawning,0.0,12.0,19,Obstacle,
1369,107705.02051750373,Looking At,0.0,,19,Obstacle,4
1370,107705.03187004279,Looking At,0.0,,19,Obstacle,4
1371,107705.04087272834,Looking At,0.0,,19,Obstacle,4
1372,107705.05829826545,Looking At,0.0,,19,Obstacle,4
1372,107705.06821647834,Looking At,0.0,,19,Obstacle,4
1374,107705.0871068592,Looking At,0.0,,19,Obstacle,4
1376,107705.11680046271,Looking At,0.0,,19,Obstacle,4
1376,107705.12586418341,Looking At,0.0,,19,Obstacle,4
1377,107705.13556877326,Looking At,0.0,,19,Obstacle,4
1394,107705.38822380255,Spawning,0.0,16.0,20,Obstacle,
1397,107705.43033806037,Intercepted,0.0,,19,Obstacle,
1439,107706.01819816779,Intercepted,0.0,,20,Obstacle,
1451,107706.1928502674,Spawning,0.0,10.0,21,Obstacle,
1509,107707.02735344123,Spawning,0.0,12.0,22,Obstacle,
1518,107707.17740837287,Intercepted,0.0,,21,Obstacle,
1551,107707.63877311896,Looking At,0.0,,22,Obstacle,4
1551,107707.65024772834,Looking At,0.0,,22,Obstacle,4
1552,107707.66095939826,Looking At,0.0,,22,Obstacle,4
1553,107707.68158928107,Looking At,0.0,,22,Obstacle,4
1553,107707.69092765998,Looking At,0.0,,22,Obstacle,4
1555,107707.7060948963,Looking At,0.0,,22,Obstacle,4
1556,107707.72709099005,Looking At,0.0,,22,Obstacle,4
1557,107707.73612419318,Looking At,0.0,,22,Obstacle,4
1560,107707.78766838263,Intercepted,0.0,,22,Obstacle,
1562,107707.82020012091,Spawning,0.0,16.0,23,Obstacle,
1605,107708.4414464588,Intercepted,0.0,,23,Obstacle,
1615,107708.61857048224,Spawning,0.0,16.0,24,Obstacle,
1649,107709.08356682013,Looking At,0.0,,24,Obstacle,4
1650,107709.10462394904,Looking At,0.0,,24,Obstacle,4
1659,107709.2461339588,Intercepted,0.0,,24,Obstacle,
1672,107709.42420402716,Spawning,0.0,12.0,25,Obstacle,
1719,107710.09513298224,Looking At,0.0,,25,Obstacle,1
1719,107710.10291496466,Looking At,0.0,,25,Obstacle,1
1720,107710.11115471076,Looking At,0.0,,25,Obstacle,1
1721,107710.11936393927,Looking At,0.0,,25,Obstacle,1
1721,107710.13471428107,Looking At,0.0,,25,Obstacle,1
1722,107710.14975944709,Looking At,0.0,,25,Obstacle,1
1723,107710.15949455451,Looking At,0.0,,25,Obstacle,1
1728,107710.24039665412,Spawning,0.0,13.0,26,Obstacle,
1730,107710.26893058966,Intercepted,0.0,,25,Obstacle,
1773,107710.99241081427,Intercepted,0.0,,26,Obstacle,
1776,107711.04026237677,Spawning,0.0,11.0,27,Obstacle,
1800,107711.4160558338,Looking At,0.0,,27,Obstacle,3
1801,107711.43345085334,Looking At,0.0,,27,Obstacle,3
1802,107711.44864860724,Looking At,0.0,,27,Obstacle,3
1803,107711.46253410529,Looking At,0.0,,27,Obstacle,3
1805,107711.48160759162,Looking At,0.0,,27,Obstacle,3
1829,107711.84473625373,Spawning,0.0,19.0,28,Obstacle,
1834,107711.91666618537,Intercepted,0.0,,27,Obstacle,
1881,107712.65247551154,Spawning,0.0,12.0,29,Obstacle,
1913,107713.12104240607,Looking At,0.0,,29,Obstacle,4
1915,107713.15674797248,Looking At,0.0,,29,Obstacle,4
1921,107713.24601188849,Looking At,0.0,,29,Obstacle,4
1922,107713.25574699591,Looking At,0.0,,29,Obstacle,4
1923,107713.26969352912,Looking At,0.0,,29,Obstacle,4
1924,107713.28782097052,Looking At,0.0,,29,Obstacle,4
1924,107713.29432121466,Looking At,0.0,,29,Obstacle,4
1925,107713.3039037342,Looking At,0.0,,29,Obstacle,4
1925,107713.31434074591,Looking At,0.0,,29,Obstacle,4
1936,107713.46384636115,Spawning,0.0,15.0,30,Obstacle,
1940,107713.53327385138,Intercepted,0.0,,29,Obstacle,
1963,107713.85975090216,Looking At,0.0,,30,Obstacle,2
1964,107713.87046257209,Looking At,0.0,,30,Obstacle,2
1966,107713.88779655646,Looking At,0.0,,30,Obstacle,2
1966,107713.90046135138,Looking At,0.0,,30,Obstacle,2
1967,107713.90873161505,Looking At,0.0,,30,Obstacle,2
1968,107713.91654411505,Looking At,0.0,,30,Obstacle,2
1969,107713.94373527716,Looking At,0.0,,30,Obstacle,2
1981,107714.10978141974,Intercepted,0.0,,30,Obstacle,
1991,107714.25736442755,Spawning,0.0,16.0,31,Obstacle,
2028,107714.81989494513,Looking At,0.0,,31,Obstacle,2
2037,107714.93543449591,Intercepted,0.0,,31,Obstacle,
2047,107715.07889763068,Spawning,0.0,18.0,32,Obstacle,
2064,107715.3230077381,Looking At,0.0,,32,Obstacle,3
2087,107715.65903679084,Intercepted,0.0,,32,Obstacle,
2103,107715.87110344123,Spawning,0.0,10.0,33,Obstacle,
2135,107716.3183995838,Looking At,0.0,,33,Obstacle,4
2142,107716.43152824591,Looking At,0.0,,33,Obstacle,4
2143,107716.45920768927,Looking At,0.0,,33,Obstacle,4
2144,107716.4660131092,Looking At,0.0,,33,Obstacle,4
2144,107716.47657219123,Looking At,0.0,,33,Obstacle,4
2145,107716.48810783576,Looking At,0.0,,33,Obstacle,4
2146,107716.50217643927,Looking At,0.0,,33,Obstacle,4
2148,107716.5258580799,Looking At,0.0,,33,Obstacle,4
2149,107716.53760734748,Looking At,0.0,,33,Obstacle,4
2150,107716.54987541388,Looking At,0.0,,33,Obstacle,4
2151,107716.56180778693,Looking At,0.0,,33,Obstacle,4
2152,107716.59012809943,Looking At,0.0,,33,Obstacle,4
2153,107716.5983983631,Looking At,0.0,,33,Obstacle,4
2157,107716.67420402716,Spawning,0.0,13.0,34,Obstacle,
2169,107716.8332006092,Intercepted,0.0,,33,Obstacle,
2201,107717.28608146857,Looking At,0.0,,34,Obstacle,2
2202,107717.29993644904,Looking At,0.0,,34,Obstacle,2
2203,107717.31748405646,Looking At,0.0,,34,Obstacle,2
2204,107717.32990471076,Looking At,0.0,,34,Obstacle,2
2216,107717.49225822638,Intercepted,0.0,,34,Obstacle,
2216,107717.49274650763,Spawning,0.0,19.0,35,Obstacle,
2236,107717.7673436756,Looking At,0.0,,35,Obstacle,4
2269,107718.30872551154,Spawning,0.0,15.0,36,Obstacle,
2283,107718.5088292713,Looking At,0.0,,36,Obstacle,4
2284,107718.52576652716,Looking At,0.0,,36,Obstacle,4
2284,107718.53736320685,Looking At,0.0,,36,Obstacle,4
2285,107718.5495702381,Looking At,0.0,,36,Obstacle,4
2286,107718.57294670295,Looking At,0.0,,36,Obstacle,4
2287,107718.58069816779,Looking At,0.0,,36,Obstacle,4
2288,107718.5935155506,Looking At,0.0,,36,Obstacle,4
2302,107718.80811515998,Looking At,0.0,,36,Obstacle,4
2303,107718.81803337287,Looking At,0.0,,36,Obstacle,4
2311,107718.94120231818,Intercepted,0.0,,36,Obstacle,
2322,107719.10074821662,Spawning,0.0,13.0,37,Obstacle,
2355,107719.56800285529,Looking At,0.0,,37,Obstacle,4
2361,107719.64655510138,Looking At,0.0,,37,Obstacle,4
2362,107719.65836540412,Looking At,0.0,,37,Obstacle,4
2363,107719.68091789435,Looking At,0.0,,37,Obstacle,4
2364,107719.69364372443,Looking At,0.0,,37,Obstacle,4
2377,107719.87949577521,Intercepted,0.0,,37,Obstacle,
2379,107719.90500847052,Spawning,0.0,11.0,38,Obstacle,
2434,107720.71137443732,Spawning,0.0,14.0,39,Obstacle,
2444,107720.87687126349,Intercepted,0.0,,38,Obstacle,
2479,107721.4219152088,Intercepted,0.0,,39,Obstacle,
2485,107721.51685539435,Spawning,0.0,16.0,40,Obstacle,
2531,107722.17450920295,Intercepted,0.0,,40,Obstacle,
2540,107722.32972160529,Spawning,0.0,18.0,41,Obstacle,
2569,107722.74497429084,Looking At,0.0,,41,Obstacle,1
2570,107722.76212516974,Looking At,0.0,,41,Obstacle,1
2571,107722.77186027716,Looking At,0.0,,41,Obstacle,1
2572,107722.78089348029,Looking At,0.0,,41,Obstacle,1
2574,107722.80106559943,Looking At,0.0,,41,Obstacle,1
2574,107722.8115636463,Looking At,0.0,,41,Obstacle,1
2575,107722.81983390998,Looking At,0.0,,41,Obstacle,1
