gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
107846.4053445,1,0.8568185865879059,0.5492176832411598,0.5739700330965416,107846.410836-0 107846.399853-1,68.55410322124578,-77.27328294790406,904.6991628036031,34.20434616017005,0.21998420456361778,-14.559367357246163,0.11418230529394001,-0.07576514043096348,0.9905665271213427,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03878074166236499,-0.09660932325735774,0.994566585370669
107846.4108715,1,0.8657179474830627,0.547652942647773,0.5735210059670539,107846.410836-0 107846.410907-1,62.586248868355895,-72.4205639909357,853.062988411614,34.20434616017005,0.21998420456361778,-14.559367357246163,0.11418230529394001,-0.07576514043096348,0.9905665271213427,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03408249426856583,-0.09575760281300418,0.9948210216355204
107846.413676,2,0.9509663581848145,0.5474614558170788,0.5752406901446614,107846.416445-0 107846.410907-1,62.837777491848136,-74.7125904207195,859.9469526309181,34.20434616017005,0.21998420456361778,-14.559367357246163,0.11355099348663247,-0.07973072101707028,0.9903278164346878,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03408249426856583,-0.09575760281300418,0.9948210216355204
107846.4163825,2,0.9452293515205383,0.5467816373847303,0.5747319061746707,107846.416445-0 107846.41632-1,60.43592679826784,-72.40808996151601,839.0960360117068,34.20434616017005,0.21998420456361778,-14.559367357246163,0.11355099348663247,-0.07973072101707028,0.9903278164346878,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03204250837236193,-0.09466207329619357,0.9949936530131605
107846.4200785,2,0.9119721055030823,0.5470624575604734,0.5751922887449593,107846.416445-0 107846.423712-1,61.40631206330365,-73.58223603432708,847.4816718523409,34.20434616017005,0.21998420456361778,-14.559367357246163,0.11355099348663247,-0.07973072101707028,0.9903278164346878,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03288171275542217,-0.09569399108220555,0.9948675555253718
107846.42175000001,2,0.8653772473335266,0.5466482407118983,0.5769515585809346,107846.419788-0 107846.423712-1,61.89604075485601,-76.57839931453746,861.8258206888352,34.20434616017005,0.21998420456361778,-14.559367357246163,0.1122123920092876,-0.08376522953785895,0.99014734529767,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03288171275542217,-0.09569399108220555,0.9948675555253718
107846.42602750001,2,0.8501884937286377,0.5455317193899061,0.5761302695119191,107846.428343-0 107846.423712-1,63.19647922116165,-79.24967022623593,901.5103856851124,34.20434616017005,0.21998420456361778,-14.559367357246163,0.10868575256569785,-0.08176379747028945,0.990707872489396,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03288171275542217,-0.09569399108220555,0.9948675555253718
107846.43006750001,3,0.8520952463150024,0.5463358164032904,0.5763354335121127,107846.428343-0 107846.431792-1,66.37575864936963,-82.01251274654128,930.4318742340956,34.20434616017005,0.21998420456361778,-14.559367357246163,0.10868575256569785,-0.08176379747028945,0.990707872489396,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03529885880762387,-0.09606932069039027,0.994748549226872
107846.433825,3,0.8893973231315613,0.5456907568013772,0.5778425573734518,107846.435858-0 107846.431792-1,67.34519078099206,-86.05113338324178,957.3486676807888,34.20434616017005,0.21998420456361778,-14.559367357246163,0.10662009297563664,-0.08518628682129537,0.9906439583985087,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.03529885880762387,-0.09606932069039027,0.994748549226872
107846.437792,3,0.8910339176654816,0.5453493911913929,0.579030423418395,107846.435858-0 107846.439726-1,65.8727063132292,-86.09731688037766,943.4653320521934,34.20434616017005,0.21998420456361778,-14.559367357246163,0.10662009297563664,-0.08518628682129537,0.9906439583985087,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.034254364574587845,-0.09885552778194472,0.9945120527849544
107846.4417265,3,0.8845578730106354,0.5433946635054353,0.580319714910938,107846.443727-0 107846.439726-1,68.91085125530978,-95.66095482691011,1031.4381505982815,34.20434616017005,0.21998420456361778,-14.559367357246163,0.10041277553474415,-0.0879728304425011,0.9910489673135954,-33.94747032692923,-0.23645688601726889,-14.812634134706743,0.034254364574587845,-0.09885552778194472,0.9945120527849544
