index,timestamp,label,duration,id,objectType
285,17329.629157068543,Experiment Started,0.0,,
592,17333.625235559753,Spawning,0.0,1,Obstacle
625,17334.084006311707,Looking At,0.0,1,Obstacle
625,17334.09255123358,Looking At,0.0,1,Obstacle
626,17334.10411739569,Looking At,0.0,1,Obstacle
627,17334.113928797058,Looking At,0.0,1,Obstacle
628,17334.132910730652,Looking At,0.0,1,Obstacle
628,17334.144583704285,Looking At,0.0,1,Obstacle
631,17334.163321497253,Looking At,0.0,1,Obstacle
631,17334.17230892401,Looking At,0.0,1,Obstacle
632,17334.182806970886,Looking At,0.0,1,Obstacle
637,17334.277182581238,Looking At,0.0,1,Obstacle
638,17334.2875585578,Looking At,0.0,1,Obstacle
663,17334.62026119452,Looking At,0.0,1,Obstacle
664,17334.633627893738,Looking At,0.0,1,Obstacle
666,17334.646399500183,Looking At,0.0,1,Obstacle
667,17334.661368372253,Looking At,0.0,1,Obstacle
668,17334.6723241828,Looking At,0.0,1,Obstacle
669,17334.685141565613,Looking At,0.0,1,Obstacle
671,17334.710059168152,Looking At,0.0,1,Obstacle
678,17334.81215572577,Intercepted,0.0,1,Obstacle
702,17335.133994104675,Spawning,0.0,2,Obstacle
734,17335.563376428894,Looking At,0.0,2,Obstacle
734,17335.57352352362,Looking At,0.0,2,Obstacle
735,17335.58409786444,Looking At,0.0,2,Obstacle
737,17335.613791467957,Looking At,0.0,2,Obstacle
739,17335.635764124207,Looking At,0.0,2,Obstacle
740,17335.6527929328,Looking At,0.0,2,Obstacle
742,17335.675391199402,Looking At,0.0,2,Obstacle
744,17335.72083187323,Looking At,0.0,2,Obstacle
745,17335.733435632996,Looking At,0.0,2,Obstacle
746,17335.749365808777,Looking At,0.0,2,Obstacle
747,17335.75890255194,Looking At,0.0,2,Obstacle
748,17335.7825384162,Looking At,0.0,2,Obstacle
749,17335.797690393738,Looking At,0.0,2,Obstacle
750,17335.808005335144,Looking At,0.0,2,Obstacle
751,17335.82256221991,Looking At,0.0,2,Obstacle
753,17335.854376795105,Looking At,0.0,2,Obstacle
753,17335.865469934753,Looking At,0.0,2,Obstacle
754,17335.87612056952,Looking At,0.0,2,Obstacle
772,17336.118048670105,Looking At,0.0,2,Obstacle
774,17336.138388635925,Looking At,0.0,2,Obstacle
789,17336.3655462287,Intercepted,0.0,2,Obstacle
811,17336.650732996277,Spawning,0.0,3,Obstacle
869,17337.394705774597,Looking At,0.0,3,Obstacle
871,17337.413336756043,Looking At,0.0,3,Obstacle
871,17337.424353601746,Looking At,0.0,3,Obstacle
872,17337.43843746405,Looking At,0.0,3,Obstacle
873,17337.45177364569,Looking At,0.0,3,Obstacle
874,17337.465979578308,Looking At,0.0,3,Obstacle
875,17337.47313595038,Looking At,0.0,3,Obstacle
875,17337.481314661316,Looking At,0.0,3,Obstacle
876,17337.4934759162,Looking At,0.0,3,Obstacle
877,17337.50176143866,Looking At,0.0,3,Obstacle
877,17337.509650232605,Looking At,0.0,3,Obstacle
878,17337.52098751288,Looking At,0.0,3,Obstacle
878,17337.533438684753,Looking At,0.0,3,Obstacle
880,17337.553092005066,Looking At,0.0,3,Obstacle
881,17337.563696863464,Looking At,0.0,3,Obstacle
882,17337.575873377136,Looking At,0.0,3,Obstacle
883,17337.589728357605,Looking At,0.0,3,Obstacle
884,17337.598074915222,Looking At,0.0,3,Obstacle
885,17337.611365320496,Looking At,0.0,3,Obstacle
887,17337.64188289862,Looking At,0.0,3,Obstacle
887,17337.65164852362,Looking At,0.0,3,Obstacle
888,17337.660666467957,Looking At,0.0,3,Obstacle
890,17337.678092005066,Looking At,0.0,3,Obstacle
890,17337.687537195496,Looking At,0.0,3,Obstacle
891,17337.69528866034,Looking At,0.0,3,Obstacle
891,17337.703696253113,Looking At,0.0,3,Obstacle
892,17337.7191991828,Looking At,0.0,3,Obstacle
893,17337.72670650702,Looking At,0.0,3,Obstacle
893,17337.73369503241,Looking At,0.0,3,Obstacle
896,17337.770712854675,Looking At,0.0,3,Obstacle
903,17337.90392208319,Looking At,0.0,3,Obstacle
904,17337.916510584168,Looking At,0.0,3,Obstacle
906,17337.93079281073,Looking At,0.0,3,Obstacle
907,17337.945975305847,Looking At,0.0,3,Obstacle
908,17337.95358944159,Looking At,0.0,3,Obstacle
908,17337.96185970526,Looking At,0.0,3,Obstacle
909,17337.973883631043,Looking At,0.0,3,Obstacle
910,17337.987372400574,Looking At,0.0,3,Obstacle
911,17337.99507808905,Looking At,0.0,3,Obstacle
912,17338.012228967957,Looking At,0.0,3,Obstacle
921,17338.15868282538,Spawning,0.0,4,Obstacle
944,17338.460318567566,Intercepted,0.0,3,Obstacle
989,17339.065680506043,Looking At,0.0,4,Obstacle
991,17339.08118343573,Looking At,0.0,4,Obstacle
992,17339.089240076355,Looking At,0.0,4,Obstacle
993,17339.097739221863,Looking At,0.0,4,Obstacle
993,17339.106314661316,Looking At,0.0,4,Obstacle
995,17339.1293554328,Looking At,0.0,4,Obstacle
995,17339.14643001776,Looking At,0.0,4,Obstacle
996,17339.16092586737,Looking At,0.0,4,Obstacle
997,17339.178397180847,Looking At,0.0,4,Obstacle
998,17339.1859960578,Looking At,0.0,4,Obstacle
999,17339.196310999207,Looking At,0.0,4,Obstacle
999,17339.211981775574,Looking At,0.0,4,Obstacle
1000,17339.227438928894,Looking At,0.0,4,Obstacle
1001,17339.240775110535,Looking At,0.0,4,Obstacle
1002,17339.249518396668,Looking At,0.0,4,Obstacle
1003,17339.258002283386,Looking At,0.0,4,Obstacle
1004,17339.272833826355,Looking At,0.0,4,Obstacle
1006,17339.299078943543,Looking At,0.0,4,Obstacle
1006,17339.3079290412,Looking At,0.0,4,Obstacle
1007,17339.315985681824,Looking At,0.0,4,Obstacle
1008,17339.328314783386,Looking At,0.0,4,Obstacle
1009,17339.34207821112,Looking At,0.0,4,Obstacle
1009,17339.34941768866,Looking At,0.0,4,Obstacle
1010,17339.358466150574,Looking At,0.0,4,Obstacle
1011,17339.37007808905,Looking At,0.0,4,Obstacle
1012,17339.38374996405,Looking At,0.0,4,Obstacle
1012,17339.39011287909,Looking At,0.0,4,Obstacle
1013,17339.399573328308,Looking At,0.0,4,Obstacle
1014,17339.410986902527,Looking At,0.0,4,Obstacle
1014,17339.42882442694,Looking At,0.0,4,Obstacle
1015,17339.436438562683,Looking At,0.0,4,Obstacle
1033,17339.6645116828,Spawning,0.0,5,Obstacle
1057,17340.00096798163,Intercepted,0.0,4,Obstacle
1129,17341.008856775574,Looking At,0.0,5,Obstacle
1129,17341.025412561707,Looking At,0.0,5,Obstacle
1130,17341.039725305847,Looking At,0.0,5,Obstacle
1131,17341.055701257996,Looking At,0.0,5,Obstacle
1131,17341.065360071472,Looking At,0.0,5,Obstacle
1132,17341.08412838202,Looking At,0.0,5,Obstacle
1132,17341.097815515808,Looking At,0.0,5,Obstacle
1133,17341.1067571662,Looking At,0.0,5,Obstacle
1134,17341.121283533386,Looking At,0.0,5,Obstacle
1136,17341.1487493537,Looking At,0.0,5,Obstacle
1136,17341.15981197577,Looking At,0.0,5,Obstacle
1137,17341.175543787293,Looking At,0.0,5,Obstacle
1137,17341.17607784491,Spawning,0.0,6,Obstacle
1138,17341.188895227722,Looking At,0.0,5,Obstacle
1139,17341.20668697577,Looking At,0.0,5,Obstacle
1140,17341.213934900574,Looking At,0.0,5,Obstacle
1141,17341.228522302918,Looking At,0.0,5,Obstacle
1142,17341.235709192566,Looking At,0.0,5,Obstacle
1142,17341.249762537293,Looking At,0.0,5,Obstacle
1143,17341.262427332214,Looking At,0.0,5,Obstacle
1144,17341.278738977722,Looking At,0.0,5,Obstacle
1145,17341.30023861151,Looking At,0.0,5,Obstacle
1146,17341.31362056952,Looking At,0.0,5,Obstacle
1147,17341.333045007996,Looking At,0.0,5,Obstacle
1148,17341.35007381659,Looking At,0.0,5,Obstacle
1149,17341.35935116034,Looking At,0.0,5,Obstacle
1150,17341.37787533026,Looking At,0.0,5,Obstacle
1151,17341.400488855652,Looking At,0.0,5,Obstacle
1152,17341.419196131043,Looking At,0.0,5,Obstacle
1153,17341.442130091003,Looking At,0.0,5,Obstacle
1153,17341.469138147644,Looking At,0.0,5,Obstacle
1154,17341.50095272284,Looking At,0.0,5,Obstacle
1155,17341.516470911316,Looking At,0.0,5,Obstacle
1156,17341.535315515808,Looking At,0.0,5,Obstacle
1157,17341.55286312323,Looking At,0.0,5,Obstacle
1160,17341.643454553894,Looking At,0.0,5,Obstacle
1161,17341.665915491394,Looking At,0.0,5,Obstacle
1162,17341.69232845526,Looking At,0.0,5,Obstacle
1164,17341.71643734198,Looking At,0.0,5,Obstacle
1165,17341.74440670233,Looking At,0.0,5,Obstacle
1179,17341.965003015808,Looking At,0.0,5,Obstacle
1180,17341.97537899237,Looking At,0.0,5,Obstacle
1181,17341.995764734558,Looking At,0.0,5,Obstacle
1182,17342.008185388855,Looking At,0.0,5,Obstacle
1183,17342.020865442566,Looking At,0.0,5,Obstacle
1198,17342.22650814276,Intercepted,0.0,5,Obstacle
1224,17342.545737268738,Looking At,0.0,6,Obstacle
1225,17342.556891443543,Looking At,0.0,6,Obstacle
1226,17342.570181848816,Looking At,0.0,6,Obstacle
1227,17342.57840633612,Looking At,0.0,6,Obstacle
