index,timestamp,label,duration,ObjectSpeed,id,objectType,segmentLocation
63,107131.18736651241,Recording Ended,0.0,,,,
332,107135.19978716671,Experiment Started,0.0,,,,
332,107135.20073321163,Spawning,0.0,17.0,1,Obstacle,
363,107135.63850786984,Looking At,0.0,,1,Obstacle,5
364,107135.65373614132,Looking At,0.0,,1,Obstacle,5
366,107135.6813850671,Looking At,0.0,,1,Obstacle,5
368,107135.7129097253,Looking At,0.0,,1,Obstacle,5
371,107135.74608233273,Looking At,0.0,,1,Obstacle,5
372,107135.7706795007,Looking At,0.0,,1,Obstacle,5
375,107135.8090400964,Looking At,0.0,,1,Obstacle,5
377,107135.83226397335,Looking At,0.0,,1,Obstacle,5
378,107135.84920122921,Looking At,0.0,,1,Obstacle,5
379,107135.85902788937,Looking At,0.0,,1,Obstacle,5
380,107135.87163164913,Looking At,0.0,,1,Obstacle,5
381,107135.88780596554,Looking At,0.0,,1,Obstacle,5
382,107135.89671709835,Looking At,0.0,,1,Obstacle,5
390,107136.00743487179,Looking At,0.0,,1,Obstacle,5
390,107136.00850298702,Spawning,0.0,13.0,2,Obstacle,
391,107136.02864458859,Looking At,0.0,,1,Obstacle,5
392,107136.03966143429,Looking At,0.0,,1,Obstacle,5
393,107136.05464556515,Looking At,0.0,,1,Obstacle,5
394,107136.072162655,Looking At,0.0,,1,Obstacle,5
395,107136.08534624874,Looking At,0.0,,1,Obstacle,5
396,107136.10017779171,Looking At,0.0,,1,Obstacle,5
397,107136.119037655,Looking At,0.0,,1,Obstacle,5
398,107136.12920000851,Looking At,0.0,,1,Obstacle,5
399,107136.14409258663,Looking At,0.0,,1,Obstacle,5
411,107136.32735064327,Intercepted,0.0,,1,Obstacle,
429,107136.60878374874,Looking At,0.0,,2,Obstacle,4
443,107136.82188799679,Looking At,0.0,,2,Obstacle,4
443,107136.8227119714,Spawning,0.0,15.0,3,Obstacle,
445,107136.84437945187,Looking At,0.0,,2,Obstacle,4
445,107136.8574409753,Looking At,0.0,,2,Obstacle,4
446,107136.86845782101,Looking At,0.0,,2,Obstacle,4
448,107136.89073565304,Looking At,0.0,,2,Obstacle,4
448,107136.90150835812,Looking At,0.0,,2,Obstacle,4
449,107136.91438677609,Looking At,0.0,,2,Obstacle,4
451,107136.93587115109,Looking At,0.0,,2,Obstacle,4
451,107136.94520953,Looking At,0.0,,2,Obstacle,4
452,107136.954975155,Looking At,0.0,,2,Obstacle,4
454,107136.97783282101,Looking At,0.0,,2,Obstacle,4
455,107137.00386431515,Looking At,0.0,,2,Obstacle,4
455,107137.01512530148,Looking At,0.0,,2,Obstacle,4
456,107137.02464678585,Looking At,0.0,,2,Obstacle,4
458,107137.044818905,Looking At,0.0,,2,Obstacle,4
458,107137.05504229366,Looking At,0.0,,2,Obstacle,4
459,107137.0625191003,Looking At,0.0,,2,Obstacle,4
484,107137.43126299679,Intercepted,0.0,,2,Obstacle,
498,107137.63307574093,Spawning,0.0,10.0,4,Obstacle,
513,107137.86171343624,Looking At,0.0,,3,Obstacle,1
513,107137.87099078,Looking At,0.0,,3,Obstacle,1
514,107137.88463213741,Looking At,0.0,,3,Obstacle,1
515,107137.90193560421,Looking At,0.0,,3,Obstacle,1
516,107137.912006405,Looking At,0.0,,3,Obstacle,1
517,107137.92668536007,Looking At,0.0,,3,Obstacle,1
518,107137.94404986202,Looking At,0.0,,3,Obstacle,1
519,107137.95640948116,Looking At,0.0,,3,Obstacle,1
520,107137.97117998898,Looking At,0.0,,3,Obstacle,1
523,107138.01359942257,Intercepted,0.0,,3,Obstacle,
549,107138.42500689327,Looking At,0.0,,4,Obstacle,4
550,107138.4366951257,Looking At,0.0,,4,Obstacle,4
550,107138.43758013546,Spawning,0.0,14.0,5,Obstacle,
551,107138.45445635616,Looking At,0.0,,4,Obstacle,4
552,107138.46611407101,Looking At,0.0,,4,Obstacle,4
553,107138.48448565304,Looking At,0.0,,4,Obstacle,4
554,107138.50273516476,Looking At,0.0,,4,Obstacle,4
555,107138.5146675378,Looking At,0.0,,4,Obstacle,4
556,107138.52888872921,Looking At,0.0,,4,Obstacle,4
557,107138.54640581906,Looking At,0.0,,4,Obstacle,4
558,107138.5570869714,Looking At,0.0,,4,Obstacle,4
559,107138.57258990109,Looking At,0.0,,4,Obstacle,4
560,107138.59398272335,Looking At,0.0,,4,Obstacle,4
561,107138.60383990109,Looking At,0.0,,4,Obstacle,4
562,107138.6161079675,Looking At,0.0,,4,Obstacle,4
563,107138.63212969601,Looking At,0.0,,4,Obstacle,4
564,107138.64216997921,Looking At,0.0,,4,Obstacle,4
565,107138.65678789913,Looking At,0.0,,4,Obstacle,4
567,107138.69289019406,Looking At,0.0,,4,Obstacle,4
567,107138.70222857296,Looking At,0.0,,4,Obstacle,4
568,107138.71348955929,Looking At,0.0,,4,Obstacle,4
569,107138.72227862179,Looking At,0.0,,4,Obstacle,4
569,107138.73787310421,Looking At,0.0,,4,Obstacle,4
570,107138.75664141476,Looking At,0.0,,4,Obstacle,4
572,107138.77305987179,Looking At,0.0,,4,Obstacle,4
573,107138.79320147335,Looking At,0.0,,4,Obstacle,4
574,107138.80336382687,Looking At,0.0,,4,Obstacle,4
575,107138.81630328,Looking At,0.0,,4,Obstacle,4
576,107138.83147051632,Looking At,0.0,,4,Obstacle,4
577,107138.8425178796,Looking At,0.0,,4,Obstacle,4
578,107138.85069659054,Looking At,0.0,,4,Obstacle,4
578,107138.86403277218,Looking At,0.0,,4,Obstacle,4
580,107138.89604571163,Looking At,0.0,,4,Obstacle,4
