index,timestamp,label,duration,ObjectSpeed,id,objectType,segmentLocation
63,107026.37230303585,Recording Ended,0.0,,,,
342,107030.3778267175,Experiment Started,0.0,,,,
342,107030.37843706906,Spawning,0.0,12.0,1,Obstacle,
400,107031.17876055538,Looking At,0.0,,1,Obstacle,4
401,107031.19472124874,Looking At,0.0,,1,Obstacle,4
401,107031.1954841882,Spawning,0.0,18.0,2,Obstacle,
402,107031.20351031124,Looking At,0.0,,1,Obstacle,4
403,107031.21883013546,Looking At,0.0,,1,Obstacle,4
411,107031.35655596554,Looking At,0.0,,2,Obstacle,5
413,107031.37556841671,Looking At,0.0,,2,Obstacle,5
414,107031.39278033077,Looking At,0.0,,2,Obstacle,5
415,107031.40163042843,Looking At,0.0,,2,Obstacle,5
416,107031.41524126827,Looking At,0.0,,1,Obstacle,4
417,107031.43178179562,Looking At,0.0,,1,Obstacle,4
418,107031.44166949093,Looking At,0.0,,1,Obstacle,4
419,107031.45494463741,Looking At,0.0,,1,Obstacle,4
420,107031.46770098507,Looking At,0.0,,2,Obstacle,5
421,107031.49617388546,Looking At,0.0,,2,Obstacle,5
422,107031.50450518429,Looking At,0.0,,1,Obstacle,4
423,107031.52385332882,Looking At,0.0,,1,Obstacle,4
424,107031.5323982507,Looking At,0.0,,1,Obstacle,4
425,107031.54515459835,Looking At,0.0,,1,Obstacle,4
426,107031.55772784054,Looking At,0.0,,2,Obstacle,5
427,107031.58061602413,Looking At,0.0,,2,Obstacle,5
428,107031.59212115109,Looking At,0.0,,2,Obstacle,5
430,107031.61195757687,Looking At,0.0,,2,Obstacle,5
430,107031.62382891476,Looking At,0.0,,2,Obstacle,5
431,107031.63243487179,Looking At,0.0,,2,Obstacle,5
432,107031.64055254757,Looking At,0.0,,2,Obstacle,5
432,107031.65584185421,Looking At,0.0,,2,Obstacle,5
434,107031.68745806515,Looking At,0.0,,2,Obstacle,5
435,107031.69960406124,Looking At,0.0,,2,Obstacle,5
436,107031.71196368038,Looking At,0.0,,2,Obstacle,5
437,107031.72737505734,Looking At,0.0,,2,Obstacle,5
438,107031.73756792843,Looking At,0.0,,2,Obstacle,5
439,107031.75191119015,Looking At,0.0,,2,Obstacle,5
440,107031.77074053585,Looking At,0.0,,2,Obstacle,5
440,107031.78255083859,Looking At,0.0,,2,Obstacle,5
441,107031.79274370968,Looking At,0.0,,2,Obstacle,5
442,107031.80351641476,Looking At,0.0,,2,Obstacle,5
442,107031.8148994714,Looking At,0.0,,2,Obstacle,5
443,107031.83168413937,Looking At,0.0,,2,Obstacle,5
444,107031.8426704675,Looking At,0.0,,2,Obstacle,5
445,107031.8539619714,Looking At,0.0,,2,Obstacle,5
446,107031.86967852413,Looking At,0.0,,2,Obstacle,5
446,107031.88020708859,Looking At,0.0,,2,Obstacle,5
447,107031.89354327023,Looking At,0.0,,2,Obstacle,5
452,107031.97148516476,Intercepted,0.0,,1,Obstacle,
454,107032.00285723507,Spawning,0.0,12.0,3,Obstacle,
464,107032.14979937374,Intercepted,0.0,,2,Obstacle,
486,107032.49168780148,Looking At,0.0,,3,Obstacle,3
487,107032.50102618038,Looking At,0.0,,3,Obstacle,3
487,107032.50932696163,Looking At,0.0,,3,Obstacle,3
507,107032.8022041589,Spawning,0.0,12.0,4,Obstacle,
521,107032.99693682491,Looking At,0.0,,3,Obstacle,3
522,107033.01909258663,Looking At,0.0,,3,Obstacle,3
535,107033.19789507687,Looking At,0.0,,4,Obstacle,2
536,107033.2123604089,Looking At,0.0,,4,Obstacle,2
553,107033.47511675656,Intercepted,0.0,,3,Obstacle,
562,107033.60725786984,Spawning,0.0,14.0,5,Obstacle,
572,107033.76109698116,Looking At,0.0,,4,Obstacle,2
573,107033.77858355343,Looking At,0.0,,4,Obstacle,2
574,107033.78694536984,Looking At,0.0,,4,Obstacle,2
604,107034.23283770382,Looking At,0.0,,4,Obstacle,2
605,107034.24153521359,Looking At,0.0,,4,Obstacle,2
605,107034.25065996945,Looking At,0.0,,4,Obstacle,2
606,107034.26280596554,Looking At,0.0,,4,Obstacle,2
606,107034.27696612179,Looking At,0.0,,4,Obstacle,2
610,107034.3259163171,Looking At,0.0,,5,Obstacle,4
610,107034.32628252804,Intercepted,0.0,,4,Obstacle,
613,107034.36839678585,Looking At,0.0,,5,Obstacle,4
616,107034.40282061398,Looking At,0.0,,5,Obstacle,4
617,107034.42561724484,Looking At,0.0,,5,Obstacle,4
617,107034.42631914913,Spawning,0.0,19.0,6,Obstacle,
617,107034.4372444421,Looking At,0.0,,5,Obstacle,4
619,107034.46049883663,Looking At,0.0,,5,Obstacle,4
619,107034.4731025964,Looking At,0.0,,5,Obstacle,4
620,107034.48588946163,Looking At,0.0,,5,Obstacle,4
621,107034.501850155,Looking At,0.0,,5,Obstacle,4
622,107034.51213457882,Looking At,0.0,,5,Obstacle,4
622,107034.51979449093,Looking At,0.0,,5,Obstacle,4
623,107034.53651812374,Looking At,0.0,,5,Obstacle,4
624,107034.55559161007,Looking At,0.0,,5,Obstacle,4
625,107034.56563189327,Looking At,0.0,,5,Obstacle,4
626,107034.57835772335,Looking At,0.0,,5,Obstacle,4
627,107034.59187701046,Looking At,0.0,,5,Obstacle,4
627,107034.59904864132,Looking At,0.0,,5,Obstacle,4
628,107034.60933306515,Looking At,0.0,,5,Obstacle,4
629,107034.62477495968,Looking At,0.0,,5,Obstacle,4
631,107034.6537666589,Looking At,0.0,,5,Obstacle,4
631,107034.6640816003,Looking At,0.0,,5,Obstacle,4
634,107034.68504717648,Looking At,0.0,,5,Obstacle,4
634,107034.69624712765,Looking At,0.0,,5,Obstacle,4
635,107034.70756914913,Looking At,0.0,,5,Obstacle,4
651,107034.93758013546,Intercepted,0.0,,5,Obstacle,
672,107035.2412300378,Spawning,0.0,16.0,7,Obstacle,
681,107035.38780596554,Intercepted,0.0,,6,Obstacle,
727,107036.05196001827,Spawning,0.0,15.0,8,Obstacle,
751,107036.39967730343,Intercepted,0.0,,7,Obstacle,
766,107036.62089922726,Looking At,0.0,,8,Obstacle,2
777,107036.77702715695,Looking At,0.0,,8,Obstacle,2
778,107036.79292681515,Looking At,0.0,,8,Obstacle,2
779,107036.80406573116,Looking At,0.0,,8,Obstacle,2
780,107036.81554034054,Looking At,0.0,,8,Obstacle,2
783,107036.85219195187,Looking At,0.0,,8,Obstacle,2
784,107036.86516192257,Looking At,0.0,,8,Obstacle,2
784,107036.86607744991,Spawning,0.0,12.0,9,Obstacle,
785,107036.88963702023,Looking At,0.0,,8,Obstacle,2
785,107036.8998604089,Looking At,0.0,,8,Obstacle,2
786,107036.91597369015,Looking At,0.0,,8,Obstacle,2
787,107036.93284991085,Looking At,0.0,,8,Obstacle,2
788,107036.94343951046,Looking At,0.0,,8,Obstacle,2
789,107036.95674517452,Looking At,0.0,,8,Obstacle,2
790,107036.97368243038,Looking At,0.0,,8,Obstacle,2
