index,timestamp,label,duration
289,1249.0838275491942,Object Spawned,0.0
588,1253.0989642679442,Object Spawned,0.0
878,1257.0959125101317,Object Spawned,0.0
1157,1261.0971332132567,Object Spawned,0.0
1458,1265.117213779663,Spawning Finished,0.0
