index,timestamp,label,duration,ObjectSpeed,id,objectType,segmentLocation
59,107847.39243522834,Recording Ended,0.0,,,,
343,107851.39365593146,Experiment Started,0.0,,,,
343,107851.39451042365,Spawning,0.0,16.0,1,Obstacle,
357,107851.59836784552,Looking At,0.0,,1,Obstacle,3
358,107851.61496940802,Looking At,0.0,,1,Obstacle,3
359,107851.62388054084,Looking At,0.0,,1,Obstacle,3
376,107851.88321891974,Looking At,0.0,,1,Obstacle,3
377,107851.89420524787,Looking At,0.0,,1,Obstacle,3
378,107851.90427604865,Looking At,0.0,,1,Obstacle,3
378,107851.9155065174,Looking At,0.0,,1,Obstacle,3
380,107851.93876091193,Looking At,0.0,,1,Obstacle,3
388,107852.05735222052,Intercepted,0.0,,1,Obstacle,
398,107852.20578972052,Spawning,0.0,17.0,2,Obstacle,
429,107852.62967888068,Looking At,0.0,,2,Obstacle,3
429,107852.63926140021,Looking At,0.0,,2,Obstacle,3
431,107852.65458122443,Looking At,0.0,,2,Obstacle,3
446,107852.85935417365,Intercepted,0.0,,2,Obstacle,
456,107853.01310173224,Spawning,0.0,16.0,3,Obstacle,
482,107853.43216911505,Looking At,0.0,,3,Obstacle,5
485,107853.46305290412,Looking At,0.0,,3,Obstacle,5
486,107853.47519890021,Looking At,0.0,,3,Obstacle,5
487,107853.48417106818,Looking At,0.0,,3,Obstacle,5
487,107853.49961296271,Looking At,0.0,,3,Obstacle,5
503,107853.71732536505,Intercepted,0.0,,3,Obstacle,
510,107853.82932487677,Spawning,0.0,13.0,4,Obstacle,
544,107854.33365837287,Looking At,0.0,,4,Obstacle,2
545,107854.34494987677,Looking At,0.0,,4,Obstacle,2
546,107854.36734977912,Looking At,0.0,,4,Obstacle,2
546,107854.37803093146,Looking At,0.0,,4,Obstacle,2
548,107854.39353386115,Looking At,0.0,,4,Obstacle,2
549,107854.41294304084,Looking At,0.0,,4,Obstacle,2
550,107854.42356315802,Looking At,0.0,,4,Obstacle,2
563,107854.59861198615,Intercepted,0.0,,4,Obstacle,
565,107854.64658561896,Spawning,0.0,15.0,5,Obstacle,
591,107855.03727165412,Looking At,0.0,,5,Obstacle,5
592,107855.05271354865,Looking At,0.0,,5,Obstacle,5
592,107855.06180778693,Looking At,0.0,,5,Obstacle,5
599,107855.14829460334,Looking At,0.0,,5,Obstacle,5
600,107855.17051140021,Looking At,0.0,,5,Obstacle,5
601,107855.19980827521,Looking At,0.0,,5,Obstacle,5
602,107855.2123815174,Looking At,0.0,,5,Obstacle,5
603,107855.22428337287,Looking At,0.0,,5,Obstacle,5
610,107855.33237663459,Intercepted,0.0,,5,Obstacle,
618,107855.43723503302,Spawning,0.0,16.0,6,Obstacle,
665,107856.11130729865,Intercepted,0.0,,6,Obstacle,
674,107856.24173942755,Spawning,0.0,10.0,7,Obstacle,
732,107857.04703727912,Spawning,0.0,13.0,8,Obstacle,
742,107857.19565788459,Intercepted,0.0,,7,Obstacle,
763,107857.5063268299,Looking At,0.0,,8,Obstacle,4
764,107857.51725212287,Looking At,0.0,,8,Obstacle,4
764,107857.52793327521,Looking At,0.0,,8,Obstacle,4
766,107857.55173698615,Looking At,0.0,,8,Obstacle,4
785,107857.85245720099,Spawning,0.0,19.0,9,Obstacle,
805,107858.16440788459,Looking At,0.0,,9,Obstacle,4
806,107858.1811315174,Looking At,0.0,,9,Obstacle,4
807,107858.1963292713,Looking At,0.0,,9,Obstacle,4
824,107858.43583122443,Intercepted,0.0,,9,Obstacle,
839,107858.66806999396,Spawning,0.0,16.0,10,Obstacle,
864,107859.0346471424,Looking At,0.0,,10,Obstacle,4
866,107859.05155388068,Looking At,0.0,,10,Obstacle,4
886,107859.34885612677,Intercepted,0.0,,10,Obstacle,
895,107859.46384636115,Spawning,0.0,14.0,11,Obstacle,
936,107860.0439855213,Looking At,0.0,,11,Obstacle,2
937,107860.05265251349,Looking At,0.0,,11,Obstacle,2
937,107860.07364860724,Looking At,0.0,,11,Obstacle,2
938,107860.08188835334,Looking At,0.0,,11,Obstacle,2
949,107860.24936882209,Intercepted,0.0,,11,Obstacle,
951,107860.26865593146,Spawning,0.0,12.0,12,Obstacle,
970,107860.54404655646,Looking At,0.0,,12,Obstacle,4
970,107860.55478874396,Looking At,0.0,,12,Obstacle,4
972,107860.58567253302,Looking At,0.0,,12,Obstacle,4
982,107860.74204460334,Looking At,0.0,,12,Obstacle,4
984,107860.75736442755,Looking At,0.0,,12,Obstacle,4
987,107860.81241813849,Looking At,0.0,,12,Obstacle,4
987,107860.82212272834,Looking At,0.0,,12,Obstacle,4
989,107860.83829704474,Looking At,0.0,,12,Obstacle,4
1007,107861.08616081427,Spawning,0.0,12.0,13,Obstacle,
1007,107861.09891716193,Intercepted,0.0,,12,Obstacle,
1058,107861.90134636115,Spawning,0.0,15.0,14,Obstacle,
1064,107861.97727409552,Intercepted,0.0,,13,Obstacle,
1087,107862.31528679084,Looking At,0.0,,14,Obstacle,3
1088,107862.33274284552,Looking At,0.0,,14,Obstacle,3
1104,107862.5557042713,Looking At,0.0,,14,Obstacle,3
1106,107862.59043327521,Intercepted,0.0,,14,Obstacle,
1114,107862.71256462287,Spawning,0.0,17.0,15,Obstacle,
1158,107863.34134880255,Intercepted,0.0,,15,Obstacle,
1171,107863.5258580799,Spawning,0.0,12.0,16,Obstacle,
1226,107864.3295690174,Spawning,0.0,10.0,17,Obstacle,
1231,107864.39048210334,Intercepted,0.0,,16,Obstacle,
1283,107865.14182487677,Looking At,0.0,,17,Obstacle,2
1283,107865.14255729865,Spawning,0.0,13.0,18,Obstacle,
1298,107865.36020866584,Intercepted,0.0,,17,Obstacle,
1310,107865.53568474005,Looking At,0.0,,18,Obstacle,3
1310,107865.54783073615,Looking At,0.0,,18,Obstacle,3
1312,107865.56925407599,Looking At,0.0,,18,Obstacle,3
1312,107865.57963005255,Looking At,0.0,,18,Obstacle,3
1337,107865.94852653693,Spawning,0.0,15.0,19,Obstacle,
1374,107866.46940056037,Looking At,0.0,,19,Obstacle,1
1374,107866.47611442755,Looking At,0.0,,19,Obstacle,1
1376,107866.49686638068,Looking At,0.0,,19,Obstacle,1
1376,107866.50657097052,Looking At,0.0,,19,Obstacle,1
1377,107866.51584831427,Looking At,0.0,,19,Obstacle,1
1386,107866.64475456427,Intercepted,0.0,,19,Obstacle,
1393,107866.75132194709,Spawning,0.0,11.0,20,Obstacle,
1411,107866.98960319709,Looking At,0.0,,20,Obstacle,3
1412,107867.0176183338,Looking At,0.0,,20,Obstacle,3
1414,107867.05753532599,Looking At,0.0,,20,Obstacle,3
1448,107867.56540886115,Spawning,0.0,19.0,21,Obstacle,
1453,107867.62516227912,Intercepted,0.0,,20,Obstacle,
1475,107867.97184196662,Looking At,0.0,,21,Obstacle,2
1476,107867.98844352912,Looking At,0.0,,21,Obstacle,2
1488,107868.16074577521,Intercepted,0.0,,21,Obstacle,
1502,107868.36954704474,Spawning,0.0,18.0,22,Obstacle,
1542,107868.9701940174,Intercepted,0.0,,22,Obstacle,
1557,107869.18729606818,Spawning,0.0,18.0,23,Obstacle,
1591,107869.64029899787,Looking At,0.0,,23,Obstacle,2
1592,107869.65098015021,Looking At,0.0,,23,Obstacle,2
1592,107869.66147819709,Looking At,0.0,,23,Obstacle,2
1601,107869.79795280646,Intercepted,0.0,,23,Obstacle,
1615,107869.98014274787,Spawning,0.0,18.0,24,Obstacle,
1654,107870.58530632209,Intercepted,0.0,,24,Obstacle,
1668,107870.78751579474,Spawning,0.0,16.0,25,Obstacle,
1699,107871.24497429084,Looking At,0.0,,25,Obstacle,4
1700,107871.25577751349,Looking At,0.0,,25,Obstacle,4
1713,107871.43784538459,Intercepted,0.0,,25,Obstacle,
1724,107871.60294548224,Spawning,0.0,14.0,26,Obstacle,
1754,107872.03116813849,Looking At,0.0,,26,Obstacle,5
1755,107872.0502721424,Looking At,0.0,,26,Obstacle,5
1756,107872.05887809943,Looking At,0.0,,26,Obstacle,5
1759,107872.10947624396,Looking At,0.0,,26,Obstacle,5
1760,107872.11844841193,Looking At,0.0,,26,Obstacle,5
1761,107872.1269933338,Looking At,0.0,,26,Obstacle,5
1762,107872.14939323615,Looking At,0.0,,26,Obstacle,5
1762,107872.16111198615,Looking At,0.0,,26,Obstacle,5
1764,107872.17661491584,Looking At,0.0,,26,Obstacle,5
1775,107872.33469597052,Intercepted,0.0,,26,Obstacle,
1780,107872.40696159552,Spawning,0.0,13.0,27,Obstacle,
1798,107872.68552604865,Looking At,0.0,,27,Obstacle,4
1814,107872.91617790412,Looking At,0.0,,27,Obstacle,4
1815,107872.92637077521,Looking At,0.0,,27,Obstacle,4
1816,107872.93412224005,Looking At,0.0,,27,Obstacle,4
1817,107872.95243278693,Looking At,0.0,,27,Obstacle,4
1817,107872.96250358771,Looking At,0.0,,27,Obstacle,4
1818,107872.97239128302,Looking At,0.0,,27,Obstacle,4
1819,107872.98911491584,Looking At,0.0,,27,Obstacle,4
1831,107873.19077507209,Intercepted,0.0,,27,Obstacle,
1833,107873.21262565802,Spawning,0.0,13.0,28,Obstacle,
1890,107874.02756706427,Intercepted,0.0,,28,Obstacle,
1890,107874.02823845099,Spawning,0.0,14.0,29,Obstacle,
1925,107874.52280632209,Looking At,0.0,,29,Obstacle,2
1940,107874.73783317755,Intercepted,0.0,,29,Obstacle,
1946,107874.82462516974,Spawning,0.0,11.0,30,Obstacle,
1964,107875.0991002674,Looking At,0.0,,30,Obstacle,3
1965,107875.1108190174,Looking At,0.0,,30,Obstacle,3
1965,107875.12290397834,Looking At,0.0,,30,Obstacle,3
1978,107875.31406608771,Looking At,0.0,,30,Obstacle,3
1978,107875.32407585334,Looking At,0.0,,30,Obstacle,3
1999,107875.6186315174,Looking At,0.0,,30,Obstacle,3
2000,107875.64817253302,Spawning,0.0,16.0,31,Obstacle,
2005,107875.71555534552,Intercepted,0.0,,30,Obstacle,
2032,107876.10019890021,Looking At,0.0,,31,Obstacle,5
2046,107876.31467643927,Intercepted,0.0,,31,Obstacle,
2055,107876.42997184943,Spawning,0.0,10.0,32,Obstacle,
2093,107876.9912511463,Looking At,0.0,,32,Obstacle,3
2094,107877.00559440802,Looking At,0.0,,32,Obstacle,3
2095,107877.02970329474,Looking At,0.0,,32,Obstacle,3
2096,107877.04264274787,Looking At,0.0,,32,Obstacle,3
2097,107877.05576530646,Looking At,0.0,,32,Obstacle,3
2098,107877.07389274787,Looking At,0.0,,32,Obstacle,3
2099,107877.08371940802,Looking At,0.0,,32,Obstacle,3
2100,107877.0928136463,Looking At,0.0,,32,Obstacle,3
2101,107877.1016027088,Looking At,0.0,,32,Obstacle,3
2102,107877.1191808338,Looking At,0.0,,32,Obstacle,3
2102,107877.12876335334,Looking At,0.0,,32,Obstacle,3
2103,107877.13859001349,Looking At,0.0,,32,Obstacle,3
2109,107877.23520866584,Spawning,0.0,16.0,33,Obstacle,
2121,107877.4111730213,Intercepted,0.0,,32,Obstacle,
2141,107877.7221471424,Looking At,0.0,,33,Obstacle,2
2143,107877.7344152088,Looking At,0.0,,33,Obstacle,2
