# timestamps [seconds],pts
13159.719873,3539
13159.727869,4063
13159.735822,4585
13159.743868,5112
13159.752120,5653
13159.759849,6159
13159.769385,6784
13159.775822,7206
13159.791331,8222
13159.795445,8492
13159.799753,8774
13159.813839,9697
13159.819300,10055
13159.823981,10362
13159.832587,10926
13159.839963,11409
13159.847784,11922
13159.855961,12458
13159.863785,12971
13159.871921,13504
13159.879814,14021
13159.895019,15018
13159.898228,15228
13159.904143,15615
13159.911791,16117
13159.934136,17581
13159.938429,17862
13159.941763,18081
13159.947972,18488
13159.955866,19005
13159.963801,19525
13159.971789,20049
13159.979918,20581
13159.988019,21112
13159.995866,21627
13160.003913,22154
13160.012231,22699
13160.019877,23200
13160.027853,23723
13160.035794,24243
13160.043799,24768
13160.051783,25291
13160.059806,25817
13160.067939,26350
13160.076110,26885
13160.083762,27387
13160.091895,27920
13160.103914,28707
13160.108568,29012
13160.116115,29507
13160.124045,30027
13160.131794,30535
13160.139895,31065
13160.147883,31589
13160.174155,33311
13160.178553,33599
13160.181779,33810
13160.187867,34209
13160.195920,34737
13160.203915,35261
13160.212204,35804
13160.220135,36324
13160.227826,36828
13160.235879,37356
13160.243821,37876
13160.251782,38398
13160.259868,38928
13160.267771,39446
13160.275924,39980
13160.283910,40503
13160.291796,41020
13160.299842,41548
13160.307800,42069
13160.317469,42703
13160.324110,43138
13160.331777,43640
13160.340224,44194
13160.347921,44698
13160.364589,45791
13160.367562,45986
13160.371938,46272
13160.382401,46958
13160.388064,47329
13160.395840,47839
13160.407099,48577
13160.415864,49151
13160.424285,49703
13160.431826,50197
13160.439913,50727
13160.447785,51243
13160.456024,51783
13160.463852,52296
13160.471867,52821
13160.479829,53343
13160.488074,53883
13160.495815,54391
13160.504039,54930
13160.512080,55457
13160.519993,55975
13160.527871,56491
13160.535867,57015
13160.543811,57536
13160.551791,58059
13160.559872,58589
13160.567800,59108
13160.575802,59633
13160.583831,60159
13160.591796,60681
13160.599921,61213
13160.607964,61740
13160.615848,62257
13160.624023,62793
13160.634096,63453
13160.639810,63827
13160.647789,64350
13160.655822,64877
13160.663837,65402
13160.671875,65929
13160.679819,66449
13160.696010,67510
13160.701864,67894
13160.705380,68125
13160.711840,68548
13160.719883,69075
13160.727815,69595
13160.738867,70319
13160.743811,70643
13160.751850,71170
13160.760150,71714
13160.767813,72216
13160.775929,72748
13160.783927,73272
13160.791832,73790
13160.799779,74311
13160.807827,74838
13160.815823,75362
13160.824185,75910
13160.831885,76415
13160.843539,77179
