Object ID,Object Speed,Interception,Recent Saccade,Time to Contact,Smoothed Recent Saccade,Smoothed Time to Contact
1,17.0,,,,,
2,19.0,,,,,
3,10.0,6.65191650390625,6.648015022277832,0.0039014816284179688,6.648015022277832,0.0039014816284179688
4,10.0,7.44366455078125,7.429937839508057,0.01372671127319336,7.429937839508057,0.01372671127319336
5,16.0,7.9195556640625,7.912030935287476,0.007524728775024414,7.907869338989258,0.011686325073242188
6,15.0,8.716278076171875,8.71238088607788,0.0038971900939941406,8.694002866744995,0.022275209426879883
7,13.0,9.68426513671875,9.67560601234436,0.008659124374389648,9.645959854125977,0.03830528259277344
8,18.0,10.24169921875,10.22425389289856,0.01744532585144043,10.240195512771606,0.0015037059783935547
9,17.0,11.045074462890625,11.041858911514282,0.0032155513763427734,11.041858911514282,0.0032155513763427734
10,19.0,11.8433837890625,11.769792795181274,0.07359099388122559,11.769792795181274,0.07359099388122559
11,17.0,12.735992431640625,12.73375391960144,0.0022385120391845703,12.73375391960144,0.0022385120391845703
12,19.0,13.46063232421875,13.446221828460693,0.01441049575805664,13.446221828460693,0.01441049575805664
13,11.0,14.621002197265625,14.310364007949829,0.3106381893157959,14.310364007949829,0.3106381893157959
14,18.0,15.0809326171875,15.079928398132324,0.0010042190551757812,15.079928398132324,0.0010042190551757812
15,17.0,15.988189697265625,15.981815814971924,0.006373882293701172,15.981815814971924,0.006373882293701172
16,10.0,17.117919921875,17.09456992149353,0.023350000381469727,16.80648684501648,0.3114330768585205
17,10.0,17.900848388671875,17.897286891937256,0.0035614967346191406,17.897286891937256,0.0035614967346191406
18,17.0,18.3748779296875,18.372007846832275,0.0028700828552246094,18.372007846832275,0.0028700828552246094
19,12.0,19.412689208984375,19.385841846466064,0.026847362518310547,19.329834938049316,0.0828542709350586
20,16.0,20.00054931640625,19.99801731109619,0.0025320053100585938,19.99801731109619,0.0025320053100585938
21,10.0,21.159759521484375,21.145862817764282,0.013896703720092773,21.153896808624268,0.005862712860107422
22,12.0,21.77001953125,21.741901874542236,0.028117656707763672,21.664223432540894,0.10579609870910645
23,16.0,22.423797607421875,22.42302942276001,0.0007681846618652344,22.415475368499756,0.00832223892211914
24,16.0,23.228485107421875,23.218135833740234,0.010349273681640625,23.21402096748352,0.014464139938354492
25,12.0,24.25128173828125,24.23795795440674,0.013323783874511719,24.246217012405396,0.005064725875854492
26,13.0,24.974761962890625,24.961898803710938,0.0128631591796875,24.961898803710938,0.0128631591796875
27,11.0,25.899017333984375,25.82614493370056,0.07287240028381348,25.82614493370056,0.07287240028381348
28,19.0,,,,,
29,12.0,27.515625,27.478343963623047,0.037281036376953125,27.505842924118042,0.009782075881958008
30,15.0,28.092132568359375,28.091811895370483,0.00032067298889160156,28.0837664604187,0.008366107940673828
31,16.0,28.91778564453125,28.890079498291016,0.027706146240234375,28.897883415222168,0.01990222930908203
32,18.0,29.641387939453125,29.638116359710693,0.0032715797424316406,29.638116359710693,0.0032715797424316406
33,10.0,30.8155517578125,30.682376861572266,0.13317489624023438,30.62583899497986,0.1897127628326416
34,13.0,31.474609375,31.467865467071533,0.006743907928466797,31.408562421798706,0.06604695320129395
35,19.0,,,,,
36,15.0,32.923553466796875,32.90231800079346,0.02123546600341797,32.90231800079346,0.02123546600341797
37,13.0,33.861846923828125,33.854020833969116,0.007826089859008789,33.74995684623718,0.11189007759094238
38,11.0,34.859222412109375,34.76416301727295,0.09505939483642578,34.65378189086914,0.20544052124023438
39,14.0,35.404266357421875,35.40177583694458,0.002490520477294922,35.3578999042511,0.04636645317077637
40,16.0,36.1568603515625,36.15593242645264,0.0009279251098632812,36.15593242645264,0.0009279251098632812
41,18.0,,,,,
42,14.0,37.869476318359375,37.86581897735596,0.0036573410034179688,37.86581897735596,0.0036573410034179688
43,16.0,38.59466552734375,38.583003997802734,0.011661529541015625,38.580621004104614,0.014044523239135742
44,19.0,,,,,
45,11.0,40.414825439453125,40.294169902801514,0.12065553665161133,40.294169902801514,0.12065553665161133
46,16.0,40.95794677734375,40.957911014556885,3.5762786865234375e-05,40.957911014556885,3.5762786865234375e-05
47,13.0,41.908538818359375,41.88194179534912,0.026597023010253906,41.78558301925659,0.1229557991027832
48,10.0,42.98126220703125,42.97383093833923,0.0074312686920166016,42.97383093833923,0.0074312686920166016
49,12.0,43.590545654296875,43.58893895149231,0.0016067028045654297,43.58893895149231,0.0016067028045654297
50,10.0,44.57037353515625,44.5699188709259,0.0004546642303466797,44.5699188709259,0.0004546642303466797
