gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1353.9633469999999,1,0.3395834861846339,0.7901410676702257,0.3534849272102447,1353.9633469999999-1,189.76996218332548,71.87234828352817,424.8250991521152,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.44487059426137726,0.14799771138838316,0.8832818529695545
1353.9637759999998,1,0.30136379477190295,0.49438095777938873,-0.09429995489604504,1353.9637759999998-0,-3.463096043722814,274.70666820704,400.30788269041807,32.48705523931367,-1.147909117052297,-15.157926723633661,-0.07190030256607297,0.5517091546481846,0.8309316188281035,,,,,,
1353.971783,2,0.3256808483790536,0.7484521970949252,0.4457996741150658,1353.971783-1,168.32514321535666,27.540340929490924,440.04597430704985,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.40198095632543973,0.05933369668030865,0.9137236032794237
1353.975665,2,0.8406459103826665,0.5551289670546805,0.46540078943781826,1353.9717939999998-0 1353.9795359999998-1,43.259203688040834,20.362266569455365,509.6717552549321,32.48705523931367,-1.147909117052297,-15.157926723633661,0.15004240091854384,0.10401694023849131,0.9831926332464158,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.022354476966492356,-0.028834924708614894,0.9993341905872144
1353.9795359999998,2,0.28648823965689624,0.517270607963833,-0.026547415762870008,1353.9795359999998-0,11.040636134907515,252.45572292769657,415.2201035257157,32.48705523931367,-1.147909117052297,-15.157926723633661,-0.04289283820881232,0.5072072640894977,0.8607560604986987,,,,,,
1353.9834284999997,2,0.8724785342257514,0.5550686940891646,0.4890863916243299,1353.9873209999998-0 1353.9795359999998-1,43.49114730236312,6.464362701674731,512.9653003434811,32.48705523931367,-1.147909117052297,-15.157926723633661,0.1502072987364644,0.04811881780890551,0.987482833662929,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.022354476966492356,-0.028834924708614894,0.9993341905872144
1353.9873209999998,2,0.8661009073257446,0.6460188556137001,0.4585402723955492,1353.9873209999998-0,107.59070460754586,22.91149978740043,478.5834901078308,32.48705523931367,-1.147909117052297,-15.157926723633661,0.1502072987364644,0.04811881780890551,0.987482833662929,,,,,,
1353.9873599999999,2,0.3524236385322734,0.7704488811750074,0.4016118840980937,1353.9873599999999-1,180.17168522194626,49.15925119797649,432.70633431166135,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.42567404033861894,0.10257151721727982,0.8990443232886468
1353.995219,2,0.310181006487427,0.7677125216824292,0.38947952115706974,1353.995219-1,178.39198427064622,55.234531241090025,432.81126176373493,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.4221146384360189,0.11472207730350674,0.899254178192794
1353.9952609999998,2,0.32628229701543005,0.47594914685792356,-0.07134549611629182,1353.9952609999998-0,-14.972076655610785,266.75442179197455,404.33697419089515,32.48705523931367,-1.147909117052297,-15.157926723633661,-0.09491826378984891,0.5358046618180538,0.8389898018290577,,,,,,
1354.003757,3,0.26501127721193823,0.7387695221283214,0.39990874099715823,1354.003757-1,161.9942939030911,50.93053549142678,440.6692315428046,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.3893192577009086,0.10611408580418025,0.9149701177509332
1354.0040749999998,3,0.2952870754200789,0.4849985325189,-0.02427177467451158,1354.0040749999998-0,-9.575034358990251,250.97145973960798,414.57059742381404,32.48705523931367,-1.147909117052297,-15.157926723633661,-0.08412417919660786,0.5042387377133205,0.8594570482948953,,,,,,
1354.011327,3,0.765548586845398,0.649617132699035,0.4592268217724317,1354.011327-0,110.1550174946213,22.514317444532026,478.20582009331315,32.48705523931367,-1.147909117052297,-15.157926723633661,0.15533592451061526,0.04732445312316873,0.9867274936338936,,,,,,
1354.0119619999998,3,0.2953270667964632,0.6996289173892165,0.5196035447102446,1354.0119619999998-1,139.12885828409023,-10.246832583903284,452.67412515943863,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.34358838646290685,-0.01624065034647978,0.9389799049842011
1354.019362,3,0.3357559952771221,0.7813990084904274,0.3616470262009176,1354.019362-1,185.27166904929328,68.31816815346284,427.6400309633293,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.43587400799331294,0.14088935112825254,0.8889117165919826
1354.019376,3,0.27539730680032976,0.5312177040766979,-0.023561320253662865,1354.019376-0,19.998988126138094,251.55669523292738,416.1011962176637,32.48705523931367,-1.147909117052297,-15.157926723633661,-0.024976134226351154,0.5054092086999594,0.8625182458825947,,,,,,
1354.030581,4,0.278015987577275,0.5279643829950881,-0.015431457799473192,1354.030581-0,17.985450265347062,248.62698162541406,417.7418392820412,32.48705523931367,-1.147909117052297,-15.157926723633661,-0.029003209947933196,0.4995497814849327,0.8657995320113497,,,,,,
1354.0306119999998,4,0.3585859712125476,0.8033959751121774,0.35651250980669436,1354.0306119999998-1,196.88908111096848,69.83724837969595,421.5059584830373,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.45910883211666326,0.14392751158071873,0.8766435716313987
1354.0394139999999,5,0.31551450287530375,0.7813032195161517,0.3644896840019973,1354.0394139999999-1,185.29655381432624,66.94625092784898,427.8431083730611,,,,,,,-32.6653349473632,-2.126507410663404,-16.815827332662003,0.4359237775233789,0.1381455166770247,0.8893178714114462
